,var1(t-1),var2(t-1),var3(t-1),var4(t-1),var1(t)
790,0.30817607,0.072289154,0.25925928,0.54711246,0.2044025
791,0.2044025,0.072289154,0.2345679,0.49544075,0.100628935
792,0.100628935,0.072289154,0.20987655,0.443769,0.13836476
793,0.13836476,0.072289154,0.27160496,0.4620061,0.11320754
794,0.11320754,0.036144577,0.11111112,0.45288754,0.100628935
795,0.100628935,0.036144577,0.12962963,0.44680852,0.08805031
796,0.08805031,0.036144577,0.14814816,0.4407295,0.2389937
797,0.2389937,0.04819277,0.18518518,0.51367784,0.21069181
798,0.21069181,0.036144577,0.14814816,0.5,0.18238991
799,0.18238991,0.024096385,0.11111112,0.48632222,0.07547169
800,0.07547169,0.036144577,0.14814816,0.43465048,0.1278826
801,0.1278826,0.044176705,0.17695473,0.45997974,0.1802935
802,0.1802935,0.052208826,0.2057613,0.48530903,0.2327044
803,0.2327044,0.06024096,0.2345679,0.5106383,0.30817607
804,0.30817607,0.072289154,0.20987655,0.54711246,0.22641507
805,0.22641507,0.05421686,0.18518518,0.5075988,0.14465407
806,0.14465407,0.036144577,0.16049384,0.4680851,0.2389937
807,0.2389937,0.072289154,0.2469136,0.51367784,0.1509434
808,0.1509434,0.06024096,0.20987655,0.47112465,0.13207546
809,0.13207546,0.04819277,0.16666667,0.4620061,0.11320754
810,0.11320754,0.036144577,0.12345679,0.45288754,0.24528301
811,0.24528301,0.06024096,0.19753085,0.5167173,0.26729557
812,0.26729557,0.06024096,0.19753085,0.5273557,0.28930816
813,0.28930816,0.06024096,0.19753085,0.5379939,0.11949686
814,0.11949686,0.024096385,0.13580246,0.45592707,0.30817607
815,0.30817607,0.04819277,0.17283951,0.54711246,0.08176101
816,0.08176101,0.024096385,0.13580246,0.43769,0.08176101
817,0.08176101,0.024096385,0.11111112,0.43769,0.1509434
818,0.1509434,0.06024096,0.17283951,0.47112465,0.15303981
819,0.15303981,0.06024096,0.2016461,0.4721378,0.15513626
820,0.15513626,0.06024096,0.23045267,0.47315097,0.1572327
821,0.1572327,0.06024096,0.25925928,0.47416413,0.6100629
822,0.6100629,0.14457831,0.53086424,0.71428573,0.35220125
823,0.35220125,0.09638554,0.2962963,0.56838906,0.41509435
824,0.41509435,0.08433735,0.3333333,0.5987842,0.18238991
825,0.18238991,0.036144577,0.13580246,0.48632222,0.24213836
826,0.24213836,0.05421686,0.17283951,0.5151976,0.30188677
827,0.30188677,0.072289154,0.20987655,0.544073,0.5660377
828,0.5660377,0.09638554,0.46913582,0.6838906,0.26415092
829,0.26415092,0.072289154,0.46913582,0.5075988,0.327044
830,0.327044,0.072289154,0.28395063,0.556231,0.28301886
831,0.28301886,0.036144577,0.14814816,0.5349544,0.30188677
832,0.30188677,0.036144577,0.13580246,0.544073,0.3207547
833,0.3207547,0.036144577,0.12345679,0.55319154,0.33962262
834,0.33962262,0.036144577,0.11111112,0.56231004,0.2389937
835,0.2389937,0.06024096,0.28395063,0.51367784,0.17610061
836,0.17610061,0.04819277,0.19753085,0.4832827,0.35849056
837,0.35849056,0.10843372,0.4320988,0.5714286,0.30188677
838,0.30188677,0.072289154,0.25925928,0.544073,0.27253667
839,0.27253667,0.0682731,0.2345679,0.5298886,0.24318656
840,0.24318656,0.06425702,0.20987655,0.51570415,0.21383646
841,0.21383646,0.06024096,0.18518518,0.5015198,0.24528301
842,0.24528301,0.06024096,0.17283951,0.5167173,0.15408805
843,0.15408805,0.042168677,0.1419753,0.4726444,0.062893085
844,0.062893085,0.024096385,0.11111112,0.42857146,0.19496855
845,0.19496855,0.08433735,0.35802472,0.45592707,0.3333333
846,0.3333333,0.072289154,0.25925928,0.5592705,0.20125785
847,0.20125785,0.05421686,0.19753085,0.49544075,0.06918239
848,0.06918239,0.036144577,0.13580246,0.43161094,0.13836476
849,0.13836476,0.030120477,0.12345679,0.4650456,0.20754716
850,0.20754716,0.024096385,0.11111112,0.49848026,0.26415092
851,0.26415092,0.06024096,0.2469136,0.5258359,0.2327044
852,0.2327044,0.072289154,0.2962963,0.5106383,0.20754716
853,0.20754716,0.024096385,0.11111112,0.49848026,0.20125785
854,0.20125785,0.036144577,0.154321,0.49544075,0.19496855
855,0.19496855,0.04819277,0.19753085,0.49240124,0.2515723
856,0.2515723,0.06024096,0.19753085,0.51975685,0.08176101
857,0.08176101,0.036144577,0.14814816,0.43769,0.17610061
858,0.17610061,0.072289154,0.22222222,0.4832827,0.36477986
859,0.36477986,0.072289154,0.27160496,0.57446814,0.39622638
860,0.39622638,0.06024096,0.2345679,0.58966565,0.48113206
861,0.48113206,0.06626506,0.26543212,0.39057752,0.5660377
862,0.5660377,0.072289154,0.2962963,0.6838906,0.47169808
863,0.47169808,0.072289154,0.25925928,0.6261399,0.46540877
864,0.46540877,0.06024096,0.19753085,0.6231003,0.21383646
865,0.21383646,0.072289154,0.27160496,0.5015198,0.13836476
866,0.13836476,0.08433735,0.2469136,0.4650456,0.14884695
867,0.14884695,0.08032128,0.25102884,0.4701115,0.15932912
868,0.15932912,0.07630521,0.255144,0.47517732,0.16981131
869,0.16981131,0.072289154,0.25925928,0.48024318,0.1509434
870,0.1509434,0.06024096,0.28395063,0.47112465,0.30817607
871,0.30817607,0.036144577,0.17283951,0.54711246,0.37735847
872,0.37735847,0.072289154,0.2345679,0.5805471,0.22641507
873,0.22641507,0.036144577,0.16049384,0.5075988,0.38364777
874,0.38364777,0.04819277,0.17283951,0.58358663,0.31132075
875,0.31132075,0.06024096,0.20987655,0.54863226,0.2389937
876,0.2389937,0.072289154,0.2469136,0.51367784,0.27044025
877,0.27044025,0.06024096,0.2345679,0.5288754,0.38993707
878,0.38993707,0.072289154,0.25925928,0.5866262,0.27044025
879,0.27044025,0.05421686,0.20987655,0.5288754,0.1509434
880,0.1509434,0.036144577,0.16049384,0.47112465,0.19916141
881,0.19916141,0.04819277,0.18930043,0.49442756,0.24737942
882,0.24737942,0.06024096,0.218107,0.5177305,0.29559746
883,0.29559746,0.072289154,0.2469136,0.54103345,0.33962262
884,0.33962262,0.072289154,0.27160496,0.56231004,0.22012576
885,0.22012576,0.06024096,0.18518518,0.5045593,0.2389937
886,0.2389937,0.072289154,0.25925928,0.51367784,0.2515723
887,0.2515723,0.072289154,0.27160496,0.51975685,0.09433962
888,0.09433962,0.024096385,0.11111112,0.443769,0.10691824
889,0.10691824,0.028112449,0.12757201,0.44984806,0.11949686
890,0.11949686,0.032128513,0.14403291,0.45592707,0.13207546
891,0.13207546,0.036144577,0.16049384,0.4620061,0.30817607
892,0.30817607,0.10843372,0.5185185,0.54711246,0.22641507
893,0.22641507,0.072289154,0.2469136,0.5075988,0.16981131
894,0.16981131,0.036144577,0.19753085,0.48024318,0.37106916
895,0.37106916,0.06024096,0.2345679,0.5775076,0.31132075
896,0.31132075,0.06024096,0.2345679,0.54863226,0.2515723
897,0.2515723,0.06024096,0.2345679,0.51975685,0.3144654
898,0.3144654,0.06626506,0.22839506,0.550152,0.37735847
899,0.37735847,0.072289154,0.22222222,0.5805471,0.27672955
900,0.27672955,0.09638554,0.32098764,0.5319149,0.18867925
901,0.18867925,0.036144577,0.12345679,0.4893617,0.2327044
902,0.2327044,0.036144577,0.13580246,0.5106383,0.3333333
903,0.3333333,0.04819277,0.16666667,0.5592705,0.43396226
904,0.43396226,0.06024096,0.19753085,0.60790277,0.29559746
905,0.29559746,0.036144577,0.17283951,0.54103345,0.3207547
906,0.3207547,0.04819277,0.20987655,0.55319154,0.34591192
907,0.34591192,0.04819277,0.20987655,0.5653496,0.5220126
908,0.5220126,0.072289154,0.25925928,0.65349543,0.2389937
909,0.2389937,0.072289154,0.20987655,0.51367784,0.26415092
910,0.26415092,0.072289154,0.22222222,0.5258359,0.28930816
911,0.28930816,0.072289154,0.2345679,0.5379939,0.28930816
912,0.28930816,0.072289154,0.30864197,0.5379939,0.13836476
913,0.13836476,0.072289154,0.2469136,0.4650456,0.3333333
914,0.3333333,0.04819277,0.14814816,0.5592705,0.327044
915,0.327044,0.06024096,0.20987655,0.556231,0.27672955
916,0.27672955,0.04819277,0.16049384,0.5319149,0.31761006
917,0.31761006,0.072289154,0.2777778,0.55167174,0.35849056
918,0.35849056,0.09638554,0.39506173,0.5714286,0.37735847
919,0.37735847,0.072289154,0.28395063,0.5805471,0.26415092
920,0.26415092,0.04819277,0.16049384,0.5258359,0.2861635
921,0.2861635,0.05421686,0.17283951,0.53647417,0.30817607
922,0.30817607,0.06024096,0.18518518,0.54711246,0.3333333
923,0.3333333,0.072289154,0.2345679,0.5592705,0.25471696
924,0.25471696,0.07831325,0.25308645,0.5212766,0.17610061
925,0.17610061,0.08433735,0.27160496,0.4832827,0.327044
926,0.327044,0.072289154,0.30864197,0.556231,0.36477986
927,0.36477986,0.072289154,0.28395063,0.57446814,0.17610061
928,0.17610061,0.036144577,0.09876543,0.4832827,0.1572327
929,0.1572327,0.024096385,0.09876543,0.47416413,0.30817607
930,0.30817607,0.06024096,0.22222222,0.54711246,0.30503142
931,0.30503142,0.06024096,0.2345679,0.5455927,0.30188677
932,0.30188677,0.06024096,0.2469136,0.544073,0.35849056
933,0.35849056,0.072289154,0.30864197,0.5714286,0.28511527
934,0.28511527,0.06425702,0.255144,0.5359676,0.21174005
935,0.21174005,0.056224905,0.2016461,0.50050664,0.13836476
936,0.13836476,0.04819277,0.14814816,0.4650456,0.11949686
937,0.11949686,0.024096385,0.09876543,0.45592707,0.20754716
938,0.20754716,0.042168677,0.17283951,0.49848026,0.29559746
939,0.29559746,0.06024096,0.2469136,0.54103345,0.43396226
940,0.43396226,0.08433735,0.32098764,0.60790277,0.26415092
941,0.26415092,0.036144577,0.17283951,0.5258359,0.30817607
942,0.30817607,0.072289154,0.28395063,0.54711246,0.22641507
943,0.22641507,0.06024096,0.22222222,0.5075988,0.18238991
944,0.18238991,0.06024096,0.2469136,0.48632222,0.15303981
945,0.15303981,0.04819277,0.20987655,0.4721378,0.12368973
946,0.12368973,0.036144577,0.17283951,0.45795342,0.09433962
947,0.09433962,0.024096385,0.13580246,0.443769,0.24528301
948,0.24528301,0.06024096,0.20987655,0.5167173,0.16981131
949,0.16981131,0.06024096,0.22222222,0.48024318,0.050314464
950,0.050314464,0.036144577,0.12345679,0.4224924,0.10901467
951,0.10901467,0.044176705,0.14403291,0.45086122,0.1677149
952,0.1677149,0.052208826,0.16460906,0.47923002,0.22641507
953,0.22641507,0.06024096,0.18518518,0.5075988,0.327044
954,0.327044,0.06024096,0.20987655,0.556231,0.18238991
955,0.18238991,0.04819277,0.16049384,0.48632222,0.22012576
956,0.22012576,0.06024096,0.19753085,0.5045593,0.22012576
957,0.22012576,0.04819277,0.14814816,0.5045593,0.2620545
958,0.2620545,0.052208826,0.16049384,0.5248227,0.30398324
959,0.30398324,0.056224905,0.17283951,0.54508615,0.34591192
960,0.34591192,0.06024096,0.18518518,0.5653496,0.2327044
961,0.2327044,0.08433735,0.2469136,0.5106383,0.29559746
962,0.29559746,0.06024096,0.17283951,0.54103345,0.2389937
963,0.2389937,0.072289154,0.28395063,0.51367784,0.22641507
964,0.22641507,0.08433735,0.3333333,0.5075988,0.08805031
965,0.08805031,0.036144577,0.14814816,0.4407295,0.18238991
966,0.18238991,0.05421686,0.21604939,0.48632222,0.27672955
967,0.27672955,0.072289154,0.28395063,0.5319149,0.1509434
968,0.1509434,0.04819277,0.2345679,0.47112465,0.04402516
969,0.04402516,0.024096385,0.08641975,0.4194529,0.509434
970,0.509434,0.04819277,0.17283951,0.6443769,0.46540877
971,0.46540877,0.08433735,0.2962963,0.6231003,0.22641507
972,0.22641507,0.06024096,0.2469136,0.5075988,0.23584905
973,0.23584905,0.06024096,0.28395063,0.51215804,0.24528301
974,0.24528301,0.06024096,0.32098764,0.5167173,0.12578616
975,0.12578616,0.036144577,0.13580246,0.45896658,0.26415092
976,0.26415092,0.06024096,0.19753085,0.5258359,0.31132075
977,0.31132075,0.06626506,0.2469136,0.54863226,0.35849056
978,0.35849056,0.072289154,0.2962963,0.5714286,0.19496855
979,0.19496855,0.06024096,0.2345679,0.49240124,0.22641507
980,0.22641507,0.072289154,0.26543212,0.5075988,0.2578616
981,0.2578616,0.08433735,0.2962963,0.5227964,0.1981132
982,0.1981132,0.07831325,0.2777778,0.49392098,0.13836476
983,0.13836476,0.072289154,0.25925928,0.4650456,0.19496855
984,0.19496855,0.04819277,0.18518518,0.49240124,0.10691824
985,0.10691824,0.06024096,0.22222222,0.44984806,0.11949686
986,0.11949686,0.036144577,0.17283951,0.45592707,0.15408805
987,0.15408805,0.05421686,0.21604939,0.4726444,0.18867925
988,0.18867925,0.072289154,0.25925928,0.4893617,0.14465407
989,0.14465407,0.072289154,0.2345679,0.4620061,0.100628935
990,0.100628935,0.072289154,0.20987655,0.43465048,0.111949675
991,0.111949675,0.07469879,0.2271605,0.43586627,0.12327043
992,0.12327043,0.07710843,0.24444444,0.43708208,0.13459119
993,0.13459119,0.07951808,0.2617284,0.4382979,0.14591193
994,0.14591193,0.08192772,0.27901232,0.43951368,0.1572327
995,0.1572327,0.08433735,0.2962963,0.4407295,0.19496855
996,0.19496855,0.10843372,0.35802472,0.45288754,0.28301886
997,0.28301886,0.08433735,0.28395063,0.5349544,0.22012576
998,0.22012576,0.04819277,0.13580246,0.5045593,0.38993707
999,0.38993707,0.036144577,0.11111112,0.5866262,0.35849056
1000,0.35849056,0.06024096,0.22222222,0.5714286,0.30817607
1001,0.30817607,0.05421686,0.17283951,0.54711246,0.2578616
1002,0.2578616,0.04819277,0.12345679,0.5227964,0.22012576
1003,0.22012576,0.08433735,0.20987655,0.5045593,0.327044
1004,0.327044,0.10843372,0.56790125,0.5349544,0.2327044
1005,0.2327044,0.09638554,0.41975313,0.5015198,0.2251572
1006,0.2251572,0.0939759,0.3925926,0.49969608,0.21761003
1007,0.21761003,0.091566265,0.36543208,0.49787235,0.21006289
1008,0.21006289,0.08915661,0.33827162,0.49604863,0.20251572
1009,0.20251572,0.086746976,0.31111115,0.49422494,0.19496855
1010,0.19496855,0.08433735,0.28395063,0.49240124,0.062893085
1011,0.062893085,0.04819277,0.14814816,0.41033435,0.18238991
1012,0.18238991,0.08433735,0.27160496,0.48632222,0.11320754
1013,0.11320754,0.072289154,0.20987655,0.45288754,0.06918239
1014,0.06918239,0.024096385,0.08641975,0.43161094,0.11006289
1015,0.11006289,0.04819277,0.154321,0.4513678,0.1509434
1016,0.1509434,0.072289154,0.22222222,0.47112465,0.13207546
1017,0.13207546,0.072289154,0.17283951,0.4620061,0.163522
1018,0.163522,0.04819277,0.17283951,0.47720367,0.18867925
1019,0.18867925,0.036144577,0.074074075,0.4893617,0.13836476
1020,0.13836476,0.036144577,0.08024691,0.4650456,0.08805031
1021,0.08805031,0.036144577,0.08641975,0.4407295,0.17295596
1022,0.17295596,0.042168677,0.11111112,0.48176295,0.2578616
1023,0.2578616,0.04819277,0.13580246,0.5227964,0.1509434
1024,0.1509434,0.06024096,0.2469136,0.47112465,0.050314464
1025,0.050314464,0.036144577,0.13580246,0.41033435,0.13836476
1026,0.13836476,0.04819277,0.14814816,0.4650456,0.21383646
1027,0.21383646,0.08433735,0.20987655,0.5015198,0.18867925
1028,0.18867925,0.04819277,0.14814816,0.4893617,0.14779872
1029,0.14779872,0.06024096,0.18518518,0.46960488,0.10691824
1030,0.10691824,0.072289154,0.22222222,0.44984806,0.09433962
1031,0.09433962,0.072289154,0.17283951,0.443769,0.1572327
1032,0.1572327,0.06024096,0.20987655,0.47416413,0.11949686
1033,0.11949686,0.036144577,0.19753085,0.45592707,0.27044025
1034,0.27044025,0.072289154,0.2962963,0.5288754,0.25995806
1035,0.25995806,0.072289154,0.23868315,0.52380955,0.2494759
1036,0.2494759,0.072289154,0.18106996,0.5187437,0.2389937
1037,0.2389937,0.072289154,0.12345679,0.51367784,0.17610061
1038,0.17610061,0.08433735,0.09876543,0.4832827,0.28301886
1039,0.28301886,0.04819277,0.19753085,0.5349544,0.100628935
1040,0.100628935,0.06024096,0.20987655,0.4407295,0.100628935
1041,0.100628935,0.06024096,0.20987655,0.4407295,0.11111111
1042,0.11111111,0.06425702,0.22633745,0.44782168,0.121593274
1043,0.121593274,0.0682731,0.24279834,0.4549139,0.13207546
1044,0.13207546,0.072289154,0.25925928,0.4620061,0.06918239
1045,0.06918239,0.024096385,0.11111112,0.43161094,0.2515723
1046,0.2515723,0.072289154,0.25925928,0.51975685,0.2327044
1047,0.2327044,0.10843372,0.41975313,0.49544075,0.2515723
1048,0.2515723,0.090361446,0.34567904,0.51215804,0.27044025
1049,0.27044025,0.072289154,0.27160496,0.5288754,0.3144654
1050,0.3144654,0.072289154,0.25925928,0.550152,0.35849056
1051,0.35849056,0.072289154,0.2469136,0.5714286,0.24528301
1052,0.24528301,0.072289154,0.2469136,0.5167173,0.1509434
1053,0.1509434,0.036144577,0.19753085,0.47112465,0.29559746
1054,0.29559746,0.06024096,0.22222222,0.54103345,0.29297695
1055,0.29297695,0.061244972,0.23045267,0.539767,0.29035637
1056,0.29035637,0.062248997,0.23868315,0.53850055,0.28773582
1057,0.28773582,0.06325301,0.2469136,0.53723407,0.28511527
1058,0.28511527,0.06425702,0.255144,0.5359676,0.28249475
1059,0.28249475,0.06526104,0.2633745,0.5347011,0.2798742
1060,0.2798742,0.06626506,0.27160496,0.5334347,0.27725366
1061,0.27725366,0.06726907,0.2798354,0.5321682,0.2746331
1062,0.2746331,0.0682731,0.28806585,0.53090173,0.27201256
1063,0.27201256,0.06927711,0.2962963,0.5296353,0.269392
1064,0.269392,0.07028112,0.30452675,0.52836883,0.2667715
1065,0.2667715,0.07128514,0.3127572,0.52710235,0.26415092
1066,0.26415092,0.072289154,0.32098764,0.5258359,0.13836476
1067,0.13836476,0.06024096,0.2345679,0.4650456,0.22012576
1068,0.22012576,0.06024096,0.19753085,0.5045593,0.27672955
1069,0.27672955,0.04819277,0.12345679,0.5319149,0.21383646
1070,0.21383646,0.06024096,0.25925928,0.5015198,0.17295596
1071,0.17295596,0.04819277,0.19753085,0.48176295,0.13207546
1072,0.13207546,0.036144577,0.13580246,0.4620061,0.14465407
1073,0.14465407,0.19277108,0.28395063,0.45592707,0.18867925
1074,0.18867925,0.08433735,0.34567904,0.4650456,0.012578614
1075,0.012578614,0.0,0.074074075,0.38905776,0.1572327
1076,0.1572327,0.072289154,0.2962963,0.47112465,0.18867925
1077,0.18867925,0.09638554,0.34567904,0.45288754,0.16037735
1078,0.16037735,0.08433735,0.30246913,0.4483283,0.13207546
1079,0.13207546,0.072289154,0.25925928,0.443769,0.11530397
1080,0.11530397,0.06024096,0.2345679,0.43566364,0.098532505
1081,0.098532505,0.04819277,0.20987655,0.42755827,0.08176101
1082,0.08176101,0.036144577,0.18518518,0.4194529,0.163522
1083,0.163522,0.072289154,0.30864197,0.45592707,0.12578616
1084,0.12578616,0.072289154,0.2345679,0.45896658,0.14884695
1085,0.14884695,0.072289154,0.27572018,0.45390072,0.17190772
1086,0.17190772,0.072289154,0.31687242,0.44883487,0.19496855
1087,0.19496855,0.072289154,0.35802472,0.443769,0.16981131
1088,0.16981131,0.072289154,0.32098764,0.4483283,0.14465407
1089,0.14465407,0.072289154,0.28395063,0.45288754,0.13207546
1090,0.13207546,0.06024096,0.25925928,0.4620061,0.07547169
1091,0.07547169,0.036144577,0.14814816,0.43465048,0.07861636
1092,0.07861636,0.036144577,0.16666667,0.4331307,0.08176101
1093,0.08176101,0.036144577,0.18518518,0.43161094,0.1572327
1094,0.1572327,0.06024096,0.22222222,0.47416413,0.19496855
1095,0.19496855,0.08433735,0.35802472,0.45592707,0.16666666
1096,0.16666666,0.07831325,0.3148148,0.4574468,0.13836476
1097,0.13836476,0.072289154,0.27160496,0.45896658,0.08805031
1098,0.08805031,0.024096385,0.12345679,0.4407295,0.07547169
1099,0.07547169,0.024096385,0.117283955,0.43465048,0.062893085
1100,0.062893085,0.024096385,0.11111112,0.42857146,0.050314464
1101,0.050314464,0.024096385,0.10493827,0.4224924,0.037735857
1102,0.037735857,0.024096385,0.09876543,0.4164134,0.26415092
1103,0.26415092,0.10843372,0.46913582,0.48632222,0.08805031
1104,0.08805031,0.024096385,0.061728403,0.4407295,0.037735857
1105,0.037735857,0.012048192,0.061728403,0.4164134,0.10691824
1106,0.10691824,0.042168677,0.19753085,0.443769,0.17610061
1107,0.17610061,0.072289154,0.3333333,0.47112465,0.09433962
1108,0.09433962,0.036144577,0.19753085,0.443769,0.2578616
1109,0.2578616,0.072289154,0.19753085,0.5227964,0.21383646
1110,0.21383646,0.06024096,0.18518518,0.5015198,0.13836476
1111,0.13836476,0.036144577,0.13580246,0.4650456,0.29559746
1112,0.29559746,0.06024096,0.25925928,0.54103345,0.28301886
1113,0.28301886,0.072289154,0.26543212,0.5349544,0.27044025
1114,0.27044025,0.08433735,0.27160496,0.5288754,0.25296992
1115,0.25296992,0.08165997,0.26474625,0.5204323,0.23549962
1116,0.23549962,0.07898259,0.25788754,0.51198924,0.21802935
1117,0.21802935,0.07630521,0.25102884,0.5035461,0.20055905
1118,0.20055905,0.07362784,0.24417011,0.495103,0.18308872
1119,0.18308872,0.07095047,0.23731138,0.48665994,0.16561842
1120,0.16561842,0.0682731,0.23045267,0.47821683,0.14814815
1121,0.14814815,0.065595716,0.22359397,0.46977374,0.13067785
1122,0.13067785,0.06291834,0.21673526,0.46133065,0.11320754
1123,0.11320754,0.06024096,0.20987655,0.45288754,0.23584905
1124,0.23584905,0.05421686,0.17283951,0.51215804,0.35849056
1125,0.35849056,0.04819277,0.13580246,0.5714286,0.21383646
1126,0.21383646,0.012048192,0.024691358,0.5015198,0.2327044
1127,0.2327044,0.042168677,0.12345679,0.5106383,0.2515723
1128,0.2515723,0.072289154,0.22222222,0.51975685,0.28751123
1129,0.28751123,0.072289154,0.2134039,0.5371255,0.32345012
1130,0.32345012,0.072289154,0.20458554,0.55449414,0.35938904
1131,0.35938904,0.072289154,0.19576721,0.5718628,0.3953279
1132,0.3953279,0.072289154,0.18694885,0.58923143,0.4312668
1133,0.4312668,0.072289154,0.17813052,0.6066001,0.46720573
1134,0.46720573,0.072289154,0.16931216,0.6239687,0.5031447
1135,0.5031447,0.072289154,0.16049384,0.6413374,0.41509435
1136,0.41509435,0.06024096,0.15123458,0.5987842,0.327044
1137,0.327044,0.04819277,0.1419753,0.556231,0.2389937
1138,0.2389937,0.036144577,0.13271604,0.51367784,0.1509434
1139,0.1509434,0.024096385,0.12345679,0.47112465,0.17610061
1140,0.17610061,0.036144577,0.18518518,0.4832827,0.24842766
1141,0.24842766,0.05421686,0.25925928,0.5182371,0.3207547
1142,0.3207547,0.072289154,0.3333333,0.55319154,0.2327044
1143,0.2327044,0.072289154,0.2962963,0.5106383,0.30817607
1144,0.30817607,0.09638554,0.34567904,0.54711246,0.07547169
1145,0.07547169,0.024096385,0.09876543,0.43465048,0.11320754
1146,0.11320754,0.06024096,0.20987655,0.45288754,0.16981131
1147,0.16981131,0.072289154,0.32098764,0.47416413,0.17924526
1148,0.17924526,0.072289154,0.29012346,0.48176295,0.18867925
1149,0.18867925,0.072289154,0.25925928,0.4893617,0.18867925
1150,0.18867925,0.06024096,0.28395063,0.4893617,0.1572327
1151,0.1572327,0.04819277,0.17283951,0.47416413,0.100628935
1152,0.100628935,0.036144577,0.11111112,0.44680852,0.1981132
1153,0.1981132,0.04819277,0.14814816,0.49392098,0.29559746
1154,0.29559746,0.06024096,0.18518518,0.54103345,0.18867925
1155,0.18867925,0.04819277,0.17283951,0.4893617,0.22641507
1156,0.22641507,0.072289154,0.3703704,0.5075988,0.08176101
1157,0.08176101,0.036144577,0.18518518,0.43161094,0.163522
1158,0.163522,0.036144577,0.16049384,0.47720367,0.21383646
1159,0.21383646,0.10843372,0.38271606,0.5015198,0.30817607
1160,0.30817607,0.06024096,0.22222222,0.54711246,0.18238991
1161,0.18238991,0.024096385,0.049382716,0.48632222,0.2578616
1162,0.2578616,0.036144577,0.14814816,0.5227964,0.6226415
1163,0.6226415,0.09638554,0.25925928,0.7234043,0.5597484
1164,0.5597484,0.08433735,0.25925928,0.6808511,0.19496855
1165,0.19496855,0.024096385,0.09876543,0.49240124,0.26415092
1166,0.26415092,0.036144577,0.13580246,0.5258359,0.2327044
1167,0.2327044,0.08433735,0.28395063,0.5106383,0.17610061
1168,0.17610061,0.09638554,0.3333333,0.48024318,0.22641507
1169,0.22641507,0.090361446,0.36419755,0.5060791,0.27672955
1170,0.27672955,0.08433735,0.39506173,0.5319149,0.14465407
1171,0.14465407,0.036144577,0.18518518,0.4680851,0.21698111
1172,0.21698111,0.05421686,0.24074073,0.50303954,0.28930816
1173,0.28930816,0.072289154,0.2962963,0.5379939,0.40880498
1174,0.40880498,0.08433735,0.34567904,0.5957447,0.28930816
1175,0.28930816,0.08433735,0.3333333,0.5379939,0.22327042
1176,0.22327042,0.08433735,0.3148148,0.49544075,0.1572327
1177,0.1572327,0.08433735,0.2962963,0.45288754,0.2389937
1178,0.2389937,0.09638554,0.4320988,0.45896658,0.10691824
1179,0.10691824,0.04819277,0.22222222,0.44680852,0.2578616
1180,0.2578616,0.06024096,0.20987655,0.5227964,0.18867925
1181,0.18867925,0.072289154,0.20987655,0.4893617,0.13836476
1182,0.13836476,0.072289154,0.19753085,0.4650456,0.19496855
1183,0.19496855,0.09638554,0.35802472,0.45592707,0.21174005
1184,0.21174005,0.08433735,0.32098764,0.4761905,0.22851151
1185,0.22851151,0.072289154,0.28395063,0.4964539,0.24528301
1186,0.24528301,0.06024096,0.2469136,0.5167173,0.38993707
1187,0.38993707,0.08433735,0.3703704,0.5866262,0.3480084
1188,0.3480084,0.08032128,0.35802472,0.56636274,0.30607963
1189,0.30607963,0.07630521,0.34567904,0.5460993,0.26415092
1190,0.26415092,0.072289154,0.3333333,0.5258359,0.28301886
1191,0.28301886,0.072289154,0.30864197,0.5349544,0.30188677
1192,0.30188677,0.072289154,0.28395063,0.544073,0.14465407
1193,0.14465407,0.036144577,0.13580246,0.4680851,0.28301886
1194,0.28301886,0.072289154,0.2962963,0.5349544,0.21383646
1195,0.21383646,0.05421686,0.27160496,0.5015198,0.14465407
1196,0.14465407,0.036144577,0.2469136,0.4680851,0.26415092
1197,0.26415092,0.05421686,0.2962963,0.5258359,0.38364777
1198,0.38364777,0.072289154,0.34567904,0.58358663,0.3207547
1199,0.3207547,0.072289154,0.2469136,0.55319154,0.35849056
1200,0.35849056,0.072289154,0.2962963,0.5714286,0.42767295
1201,0.42767295,0.10843372,0.49382716,0.6048632,0.2327044
1202,0.2327044,0.04819277,0.25925928,0.5106383,0.44654086
1203,0.44654086,0.08433735,0.3333333,0.6139818,0.45597485
1204,0.45597485,0.090361446,0.3703704,0.61854106,0.46540877
1205,0.46540877,0.09638554,0.4074074,0.6231003,0.6352201
1206,0.6352201,0.21686748,1.0,0.73252285,0.48427668
1207,0.48427668,0.09638554,0.4074074,0.63221884,0.41509435
1208,0.41509435,0.08433735,0.32098764,0.5987842,0.16981131
1209,0.16981131,0.06024096,0.2962963,0.48024318,0.21383646
1210,0.21383646,0.06024096,0.20987655,0.5015198,0.21174005
1211,0.21174005,0.0682731,0.26748973,0.50050664,0.20964357
1212,0.20964357,0.07630521,0.32510287,0.49949342,0.20754716
1213,0.20754716,0.08433735,0.38271606,0.49848026,0.22641507
1214,0.22641507,0.072289154,0.22222222,0.5075988,0.2578616
1215,0.2578616,0.06024096,0.25925928,0.5227964,0.25943395
1216,0.25943395,0.06927711,0.30864197,0.52355623,0.26100627
1217,0.26100627,0.07831325,0.35802472,0.52431613,0.2625786
1218,0.2625786,0.0873494,0.4074074,0.52507603,0.26415092
1219,0.26415092,0.09638554,0.45679015,0.5258359,0.3207547
1220,0.3207547,0.10843372,0.46913582,0.55319154,0.38993707
