var1(t-1),var2(t-1),var3(t-1),var4(t-1),var1(t)
0.1131579,0.05421686,0.04381443,0.5288754,0.0631579
0.0631579,0.036144577,0.033505157,0.47112465,0.08333334
0.08333334,0.04819277,0.0395189,0.49442756,0.10350877
0.10350877,0.06024096,0.045532644,0.5177305,0.12368421
0.12368421,0.072289154,0.051546387,0.54103345,0.14210527
0.14210527,0.072289154,0.056701027,0.56231004,0.09210527
0.09210527,0.06024096,0.03865979,0.5045593,0.10000001
0.10000001,0.072289154,0.054123707,0.51367784,0.10526316
0.10526316,0.072289154,0.056701027,0.51975685,0.03947369
0.03947369,0.024096385,0.023195876,0.443769,0.044736847
0.044736847,0.028112449,0.026632303,0.44984806,0.050000004
0.050000004,0.032128513,0.030068727,0.45592707,0.05526316
0.05526316,0.036144577,0.033505157,0.4620061,0.12894738
0.12894738,0.10843372,0.108247414,0.54711246,0.094736844
0.094736844,0.072289154,0.051546387,0.5075988,0.07105263
0.07105263,0.036144577,0.04123711,0.48024318,0.15526317
0.15526317,0.06024096,0.048969068,0.5775076,0.13026316
0.13026316,0.06024096,0.048969068,0.54863226,0.10526316
0.10526316,0.06024096,0.048969068,0.51975685,0.13157895
0.13157895,0.06626506,0.047680408,0.550152,0.15789475
0.15789475,0.072289154,0.046391748,0.5805471,0.11578947
0.11578947,0.09638554,0.067010306,0.5319149,0.07894738
0.07894738,0.036144577,0.025773196,0.4893617,0.09736842
0.09736842,0.036144577,0.028350515,0.5106383,0.13947369
0.13947369,0.04819277,0.034793817,0.5592705,0.18157895
0.18157895,0.06024096,0.04123711,0.60790277,0.12368421
0.12368421,0.036144577,0.03608247,0.54103345,0.13421053
0.13421053,0.04819277,0.04381443,0.55319154,0.14473686
0.14473686,0.04819277,0.04381443,0.5653496,0.21842106
0.21842106,0.072289154,0.054123707,0.65349543,0.10000001
0.10000001,0.072289154,0.04381443,0.51367784,0.11052632
0.11052632,0.072289154,0.046391748,0.5258359,0.12105264
0.12105264,0.072289154,0.048969068,0.5379939,0.12105264
0.12105264,0.072289154,0.064432986,0.5379939,0.057894737
0.057894737,0.072289154,0.051546387,0.4650456,0.13947369
0.13947369,0.04819277,0.030927835,0.5592705,0.13684212
0.13684212,0.06024096,0.04381443,0.556231,0.11578947
0.11578947,0.04819277,0.033505157,0.5319149,0.13289474
0.13289474,0.072289154,0.057989687,0.55167174,0.15
0.15,0.09638554,0.082474224,0.5714286,0.15789475
0.15789475,0.072289154,0.059278347,0.5805471,0.11052632
0.11052632,0.04819277,0.033505157,0.5258359,0.11973685
0.11973685,0.05421686,0.03608247,0.53647417,0.12894738
0.12894738,0.06024096,0.03865979,0.54711246,0.13947369
0.13947369,0.072289154,0.048969068,0.5592705,0.106578946
0.106578946,0.07831325,0.052835047,0.5212766,0.073684216
0.073684216,0.08433735,0.056701027,0.4832827,0.13684212
0.13684212,0.072289154,0.064432986,0.556231,0.15263158
0.15263158,0.072289154,0.059278347,0.57446814,0.073684216
0.073684216,0.036144577,0.020618556,0.4832827,0.065789476
0.065789476,0.024096385,0.020618556,0.47416413,0.12894738
0.12894738,0.06024096,0.046391748,0.54711246,0.12763159
0.12763159,0.06024096,0.048969068,0.5455927,0.1263158
0.1263158,0.06024096,0.051546387,0.544073,0.15
0.15,0.072289154,0.064432986,0.5714286,0.11929825
0.11929825,0.06425702,0.053264596,0.5359676,0.08859649
0.08859649,0.056224905,0.04209622,0.50050664,0.057894737
0.057894737,0.04819277,0.030927835,0.4650456,0.050000004
0.050000004,0.024096385,0.020618556,0.45592707,0.086842105
0.086842105,0.042168677,0.03608247,0.49848026,0.12368421
0.12368421,0.06024096,0.051546387,0.54103345,0.18157895
0.18157895,0.08433735,0.067010306,0.60790277,0.11052632
0.11052632,0.036144577,0.03608247,0.5258359,0.12894738
0.12894738,0.072289154,0.059278347,0.54711246,0.094736844
0.094736844,0.06024096,0.046391748,0.5075988,0.07631579
0.07631579,0.06024096,0.051546387,0.48632222,0.06403509
0.06403509,0.04819277,0.04381443,0.4721378,0.051754393
0.051754393,0.036144577,0.03608247,0.45795342,0.03947369
0.03947369,0.024096385,0.028350515,0.443769,0.102631584
0.102631584,0.06024096,0.04381443,0.5167173,0.07105263
0.07105263,0.06024096,0.046391748,0.48024318,0.021052636
0.021052636,0.036144577,0.025773196,0.4224924,0.045614034
0.045614034,0.044176705,0.030068727,0.45086122,0.07017545
0.07017545,0.052208826,0.03436426,0.47923002,0.094736844
0.094736844,0.06024096,0.03865979,0.5075988,0.13684212
0.13684212,0.06024096,0.04381443,0.556231,0.07631579
0.07631579,0.04819277,0.033505157,0.48632222,0.09210527
0.09210527,0.06024096,0.04123711,0.5045593,0.09210527
0.09210527,0.04819277,0.030927835,0.5045593,0.10964914
0.10964914,0.052208826,0.033505157,0.5248227,0.12719299
0.12719299,0.056224905,0.03608247,0.54508615,0.14473686
0.14473686,0.06024096,0.03865979,0.5653496,0.09736842
0.09736842,0.08433735,0.051546387,0.5106383,0.12368421
0.12368421,0.06024096,0.03608247,0.54103345,0.10000001
0.10000001,0.072289154,0.059278347,0.51367784,0.094736844
0.094736844,0.08433735,0.069587626,0.5075988,0.036842108
0.036842108,0.036144577,0.030927835,0.4407295,0.07631579
0.07631579,0.05421686,0.045103088,0.48632222,0.11578947
0.11578947,0.072289154,0.059278347,0.5319149,0.0631579
0.0631579,0.04819277,0.048969068,0.47112465,0.018421054
0.018421054,0.024096385,0.018041236,0.4194529,0.2131579
0.2131579,0.04819277,0.03608247,0.6443769,0.19473685
0.19473685,0.08433735,0.061855666,0.6231003,0.094736844
0.094736844,0.06024096,0.051546387,0.5075988,0.09868422
0.09868422,0.06024096,0.059278347,0.51215804,0.102631584
0.102631584,0.06024096,0.067010306,0.5167173,0.05263158
0.05263158,0.036144577,0.028350515,0.45896658,0.11052632
0.11052632,0.06024096,0.04123711,0.5258359,0.13026316
0.13026316,0.06626506,0.051546387,0.54863226,0.15
0.15,0.072289154,0.061855666,0.5714286,0.081578955
0.081578955,0.06024096,0.048969068,0.49240124,0.094736844
0.094736844,0.072289154,0.055412367,0.5075988,0.10789475
0.10789475,0.08433735,0.061855666,0.5227964,0.08289474
0.08289474,0.07831325,0.057989687,0.49392098,0.057894737
0.057894737,0.072289154,0.054123707,0.4650456,0.081578955
0.081578955,0.04819277,0.03865979,0.49240124,0.044736847
0.044736847,0.06024096,0.046391748,0.44984806,0.050000004
0.050000004,0.036144577,0.03608247,0.45592707,0.06447369
0.06447369,0.05421686,0.045103088,0.4726444,0.07894738
0.07894738,0.072289154,0.054123707,0.4893617,0.06052632
0.06052632,0.072289154,0.048969068,0.4620061,0.042105265
0.042105265,0.072289154,0.04381443,0.43465048,0.046842106
0.046842106,0.07469879,0.047422677,0.43586627,0.051578946
0.051578946,0.07710843,0.05103092,0.43708208,0.056315795
0.056315795,0.07951808,0.054639176,0.4382979,0.061052635
0.061052635,0.08192772,0.058247417,0.43951368,0.065789476
0.065789476,0.08433735,0.061855666,0.4407295,0.081578955
0.081578955,0.10843372,0.074742265,0.45288754,0.11842106
0.11842106,0.08433735,0.059278347,0.5349544,0.09210527
0.09210527,0.04819277,0.028350515,0.5045593,0.1631579
0.1631579,0.036144577,0.023195876,0.5866262,0.15
0.15,0.06024096,0.046391748,0.5714286,0.12894738
0.12894738,0.05421686,0.03608247,0.54711246,0.10789475
0.10789475,0.04819277,0.025773196,0.5227964,0.09210527
0.09210527,0.08433735,0.04381443,0.5045593,0.13684212
0.13684212,0.10843372,0.11855669,0.5349544,0.09736842
0.09736842,0.09638554,0.087628864,0.5015198,0.094210535
0.094210535,0.0939759,0.081958756,0.49969608,0.09105264
0.09105264,0.091566265,0.07628865,0.49787235,0.08789475
0.08789475,0.08915661,0.070618555,0.49604863,0.084736854
0.084736854,0.086746976,0.064948454,0.49422494,0.081578955
0.081578955,0.08433735,0.059278347,0.49240124,0.026315793
0.026315793,0.04819277,0.030927835,0.41033435,0.07631579
0.07631579,0.08433735,0.056701027,0.48632222,0.047368422
0.047368422,0.072289154,0.04381443,0.45288754,0.028947368
0.028947368,0.024096385,0.018041236,0.43161094,0.046052635
0.046052635,0.04819277,0.032216497,0.4513678,0.0631579
0.0631579,0.072289154,0.046391748,0.47112465,0.05526316
0.05526316,0.072289154,0.03608247,0.4620061,0.06842106
0.06842106,0.04819277,0.03608247,0.47720367,0.07894738
0.07894738,0.036144577,0.015463917,0.4893617,0.057894737
0.057894737,0.036144577,0.016752576,0.4650456,0.036842108
0.036842108,0.036144577,0.018041236,0.4407295,0.07236843
0.07236843,0.042168677,0.023195876,0.48176295,0.10789475
0.10789475,0.04819277,0.028350515,0.5227964,0.0631579
0.0631579,0.06024096,0.051546387,0.47112465,0.021052636
0.021052636,0.036144577,0.028350515,0.41033435,0.057894737
0.057894737,0.04819277,0.030927835,0.4650456,0.089473695
0.089473695,0.08433735,0.04381443,0.5015198,0.07894738
0.07894738,0.04819277,0.030927835,0.4893617,0.061842106
0.061842106,0.06024096,0.03865979,0.46960488,0.044736847
0.044736847,0.072289154,0.046391748,0.44984806,0.03947369
0.03947369,0.072289154,0.03608247,0.443769,0.065789476
0.065789476,0.06024096,0.04381443,0.47416413,0.050000004
0.050000004,0.036144577,0.04123711,0.45592707,0.1131579
0.1131579,0.072289154,0.061855666,0.5288754,0.108771935
0.108771935,0.072289154,0.04982818,0.52380955,0.10438597
0.10438597,0.072289154,0.037800685,0.5187437,0.10000001
0.10000001,0.072289154,0.025773196,0.51367784,0.073684216
0.073684216,0.08433735,0.020618556,0.4832827,0.11842106
0.11842106,0.04819277,0.04123711,0.5349544,0.042105265
0.042105265,0.06024096,0.04381443,0.4407295,0.042105265
0.042105265,0.06024096,0.04381443,0.4407295,0.046491235
0.046491235,0.06425702,0.04725086,0.44782168,0.05087719
0.05087719,0.0682731,0.050687283,0.4549139,0.05526316
0.05526316,0.072289154,0.054123707,0.4620061,0.028947368
0.028947368,0.024096385,0.023195876,0.43161094,0.10526316
0.10526316,0.072289154,0.054123707,0.51975685,0.09736842
0.09736842,0.10843372,0.087628864,0.49544075,0.10526316
0.10526316,0.090361446,0.072164945,0.51215804,0.1131579
0.1131579,0.072289154,0.056701027,0.5288754,0.13157895
0.13157895,0.072289154,0.054123707,0.550152,0.15
0.15,0.072289154,0.051546387,0.5714286,0.102631584
0.102631584,0.072289154,0.051546387,0.5167173,0.0631579
0.0631579,0.036144577,0.04123711,0.47112465,0.12368421
0.12368421,0.06024096,0.046391748,0.54103345,0.122587726
0.122587726,0.061244972,0.048109964,0.539767,0.12149122
0.12149122,0.062248997,0.04982818,0.53850055,0.12039474
0.12039474,0.06325301,0.051546387,0.53723407,0.11929825
0.11929825,0.06425702,0.053264596,0.5359676,0.11820176
0.11820176,0.06526104,0.05498282,0.5347011,0.117105275
0.117105275,0.06626506,0.056701027,0.5334347,0.11600877
0.11600877,0.06726907,0.058419243,0.5321682,0.11491229
0.11491229,0.0682731,0.06013745,0.53090173,0.1138158
0.1138158,0.06927711,0.061855666,0.5296353,0.1127193
0.1127193,0.07028112,0.06357388,0.52836883,0.11162281
0.11162281,0.07128514,0.06529209,0.52710235,0.11052632
0.11052632,0.072289154,0.067010306,0.5258359,0.057894737
0.057894737,0.06024096,0.048969068,0.4650456,0.09210527
0.09210527,0.06024096,0.04123711,0.5045593,0.11578947
0.11578947,0.04819277,0.025773196,0.5319149,0.089473695
0.089473695,0.06024096,0.054123707,0.5015198,0.07236843
0.07236843,0.04819277,0.04123711,0.48176295,0.05526316
0.05526316,0.036144577,0.028350515,0.4620061,0.06052632
0.06052632,0.19277108,0.059278347,0.45592707,0.07894738
0.07894738,0.08433735,0.072164945,0.4650456,0.005263157
0.005263157,0,0.015463917,0.38905776,0.065789476
0.065789476,0.072289154,0.061855666,0.47112465,0.07894738
0.07894738,0.09638554,0.072164945,0.45288754,0.06710526
0.06710526,0.08433735,0.063144326,0.4483283,0.05526316
0.05526316,0.072289154,0.054123707,0.443769,0.048245616
0.048245616,0.06024096,0.048969068,0.43566364,0.04122808
0.04122808,0.04819277,0.04381443,0.42755827,0.034210525
0.034210525,0.036144577,0.03865979,0.4194529,0.06842106
0.06842106,0.072289154,0.064432986,0.45592707,0.05263158
0.05263158,0.072289154,0.048969068,0.45896658,0.062280707
0.062280707,0.072289154,0.05756013,0.45390072,0.07192983
0.07192983,0.072289154,0.0661512,0.44883487,0.081578955
0.081578955,0.072289154,0.074742265,0.443769,0.07105263
0.07105263,0.072289154,0.067010306,0.4483283,0.06052632
0.06052632,0.072289154,0.059278347,0.45288754,0.05526316
0.05526316,0.06024096,0.054123707,0.4620061,0.03157895
0.03157895,0.036144577,0.030927835,0.43465048,0.032894738
0.032894738,0.036144577,0.034793817,0.4331307,0.034210525
0.034210525,0.036144577,0.03865979,0.43161094,0.065789476
0.065789476,0.06024096,0.046391748,0.47416413,0.081578955
0.081578955,0.08433735,0.074742265,0.45592707,0.069736846
0.069736846,0.07831325,0.065721646,0.4574468,0.057894737
0.057894737,0.072289154,0.056701027,0.45896658,0.036842108
0.036842108,0.024096385,0.025773196,0.4407295,0.03157895
0.03157895,0.024096385,0.024484536,0.43465048,0.026315793
0.026315793,0.024096385,0.023195876,0.42857146,0.021052636
0.021052636,0.024096385,0.021907216,0.4224924,0.015789479
0.015789479,0.024096385,0.020618556,0.4164134,0.11052632
0.11052632,0.10843372,0.097938135,0.48632222,0.036842108
0.036842108,0.024096385,0.012886597,0.4407295,0.015789479
0.015789479,0.012048192,0.012886597,0.4164134,0.044736847
0.044736847,0.042168677,0.04123711,0.443769,0.073684216
0.073684216,0.072289154,0.069587626,0.47112465,0.03947369
0.03947369,0.036144577,0.04123711,0.443769,0.10789475
0.10789475,0.072289154,0.04123711,0.5227964,0.089473695
0.089473695,0.06024096,0.03865979,0.5015198,0.057894737
0.057894737,0.036144577,0.028350515,0.4650456,0.12368421
0.12368421,0.06024096,0.054123707,0.54103345,0.11842106
0.11842106,0.072289154,0.055412367,0.5349544,0.1131579
0.1131579,0.08433735,0.056701027,0.5288754,0.105847955
0.105847955,0.08165997,0.05526918,0.5204323,0.09853801
0.09853801,0.07898259,0.053837337,0.51198924,0.09122808
0.09122808,0.07630521,0.0524055,0.5035461,0.08391814
0.08391814,0.07362784,0.050973654,0.495103,0.07660819
0.07660819,0.07095047,0.0495418,0.48665994,0.069298245
0.069298245,0.0682731,0.048109964,0.47821683,0.06198831
0.06198831,0.065595716,0.04667812,0.46977374,0.054678366
0.054678366,0.06291834,0.045246273,0.46133065,0.047368422
0.047368422,0.06024096,0.04381443,0.45288754,0.09868422
0.09868422,0.05421686,0.03608247,0.51215804,0.15
0.15,0.04819277,0.028350515,0.5714286,0.089473695
0.089473695,0.012048192,0.005154638,0.5015198,0.09736842
0.09736842,0.042168677,0.025773196,0.5106383,0.10526316
0.10526316,0.072289154,0.046391748,0.51975685,0.120300755
0.120300755,0.072289154,0.044550806,0.5371255,0.13533835
0.13533835,0.072289154,0.042709865,0.55449414,0.15037596
0.15037596,0.072289154,0.040868923,0.5718628,0.16541353
0.16541353,0.072289154,0.039027974,0.58923143,0.18045112
0.18045112,0.072289154,0.03718704,0.6066001,0.19548872
0.19548872,0.072289154,0.03534609,0.6239687,0.21052633
0.21052633,0.072289154,0.033505157,0.6413374,0.17368422
0.17368422,0.06024096,0.031572163,0.5987842,0.13684212
0.13684212,0.04819277,0.029639175,0.556231,0.10000001
0.10000001,0.036144577,0.027706185,0.51367784,0.0631579
0.0631579,0.024096385,0.025773196,0.47112465,0.073684216
0.073684216,0.036144577,0.03865979,0.4832827,0.10394737
0.10394737,0.05421686,0.054123707,0.5182371,0.13421053
0.13421053,0.072289154,0.069587626,0.55319154,0.09736842
0.09736842,0.072289154,0.061855666,0.5106383,0.12894738
0.12894738,0.09638554,0.072164945,0.54711246,0.03157895
0.03157895,0.024096385,0.020618556,0.43465048,0.047368422
0.047368422,0.06024096,0.04381443,0.45288754,0.07105263
0.07105263,0.072289154,0.067010306,0.47416413,0.075
0.075,0.072289154,0.060567006,0.48176295,0.07894738
0.07894738,0.072289154,0.054123707,0.4893617,0.07894738
0.07894738,0.06024096,0.059278347,0.4893617,0.065789476
0.065789476,0.04819277,0.03608247,0.47416413,0.042105265
0.042105265,0.036144577,0.023195876,0.44680852,0.08289474
0.08289474,0.04819277,0.030927835,0.49392098,0.12368421
0.12368421,0.06024096,0.03865979,0.54103345,0.07894738
0.07894738,0.04819277,0.03608247,0.4893617,0.094736844
0.094736844,0.072289154,0.077319585,0.5075988,0.034210525
0.034210525,0.036144577,0.03865979,0.43161094,0.06842106
0.06842106,0.036144577,0.033505157,0.47720367,0.089473695
0.089473695,0.10843372,0.079896905,0.5015198,0.12894738
0.12894738,0.06024096,0.046391748,0.54711246,0.07631579
0.07631579,0.024096385,0.010309277,0.48632222,0.10789475
0.10789475,0.036144577,0.030927835,0.5227964,0.2605263
0.2605263,0.09638554,0.054123707,0.7234043,0.23421054
0.23421054,0.08433735,0.054123707,0.6808511,0.081578955
0.081578955,0.024096385,0.020618556,0.49240124,0.11052632
0.11052632,0.036144577,0.028350515,0.5258359,0.09736842
0.09736842,0.08433735,0.059278347,0.5106383,0.073684216
0.073684216,0.09638554,0.069587626,0.48024318,0.094736844
0.094736844,0.090361446,0.076030925,0.5060791,0.11578947
0.11578947,0.08433735,0.082474224,0.5319149,0.06052632
0.06052632,0.036144577,0.03865979,0.4680851,0.09078948
0.09078948,0.05421686,0.050257728,0.50303954,0.12105264
0.12105264,0.072289154,0.061855666,0.5379939,0.17105263
0.17105263,0.08433735,0.072164945,0.5957447,0.12105264
0.12105264,0.08433735,0.069587626,0.5379939,0.09342106
0.09342106,0.08433735,0.065721646,0.49544075,0.065789476
0.065789476,0.08433735,0.061855666,0.45288754,0.10000001
0.10000001,0.09638554,0.09020618,0.45896658,0.044736847
0.044736847,0.04819277,0.046391748,0.44680852,0.10789475
0.10789475,0.06024096,0.04381443,0.5227964,0.07894738
0.07894738,0.072289154,0.04381443,0.4893617,0.057894737
0.057894737,0.072289154,0.04123711,0.4650456,0.081578955
0.081578955,0.09638554,0.074742265,0.45592707,0.08859649
0.08859649,0.08433735,0.067010306,0.4761905,0.09561403
0.09561403,0.072289154,0.059278347,0.4964539,0.102631584
0.102631584,0.06024096,0.051546387,0.5167173,0.1631579
0.1631579,0.08433735,0.077319585,0.5866262,0.14561404
0.14561404,0.08032128,0.074742265,0.56636274,0.12807018
0.12807018,0.07630521,0.072164945,0.5460993,0.11052632
0.11052632,0.072289154,0.069587626,0.5258359,0.11842106
0.11842106,0.072289154,0.064432986,0.5349544,0.1263158
0.1263158,0.072289154,0.059278347,0.544073,0.06052632
0.06052632,0.036144577,0.028350515,0.4680851,0.11842106
0.11842106,0.072289154,0.061855666,0.5349544,0.089473695
0.089473695,0.05421686,0.056701027,0.5015198,0.06052632
0.06052632,0.036144577,0.051546387,0.4680851,0.11052632
0.11052632,0.05421686,0.061855666,0.5258359,0.16052632
0.16052632,0.072289154,0.072164945,0.58358663,0.13421053
0.13421053,0.072289154,0.051546387,0.55319154,0.15
0.15,0.072289154,0.061855666,0.5714286,0.17894737
0.17894737,0.10843372,0.103092775,0.6048632,0.09736842
0.09736842,0.04819277,0.054123707,0.5106383,0.18684211
0.18684211,0.08433735,0.069587626,0.6139818,0.19078948
0.19078948,0.090361446,0.077319585,0.61854106,0.19473685
0.19473685,0.09638554,0.085051544,0.6231003,0.2657895
0.2657895,0.21686748,0.20876288,0.73252285,0.20263158
0.20263158,0.09638554,0.085051544,0.63221884,0.17368422
0.17368422,0.08433735,0.067010306,0.5987842,0.07105263
0.07105263,0.06024096,0.061855666,0.48024318,0.089473695
0.089473695,0.06024096,0.04381443,0.5015198,0.08859649
0.08859649,0.0682731,0.055841915,0.50050664,0.08771931
0.08771931,0.07630521,0.06786941,0.49949342,0.086842105
0.086842105,0.08433735,0.079896905,0.49848026,0.094736844
0.094736844,0.072289154,0.046391748,0.5075988,0.10789475
0.10789475,0.06024096,0.054123707,0.5227964,0.108552635
0.108552635,0.06927711,0.064432986,0.52355623,0.109210536
0.109210536,0.07831325,0.074742265,0.52431613,0.10986842
0.10986842,0.0873494,0.085051544,0.52507603,0.11052632
0.11052632,0.09638554,0.09536082,0.5258359,0.13421053
0.13421053,0.10843372,0.097938135,0.55319154,0.1631579
0.1631579,0.08433735,0.087628864,0.5866262,0.18157895
0.18157895,0.10843372,0.103092775,0.60790277,0.081578955
0.081578955,0.072289154,0.074742265,0.48024318,0.11842106
0.11842106,0.08433735,0.085051544,0.5349544,0.07105263
0.07105263,0.072289154,0.067010306,0.45288754,0.075
0.075,0.072289154,0.069587626,0.46352586,0.07894738
0.07894738,0.072289154,0.072164945,0.47416413,0.057894737
0.057894737,0.04819277,0.054123707,0.4650456,0.13684212
0.13684212,0.09638554,0.09020618,0.556231,0.13947369
0.13947369,0.08433735,0.0927835,0.5592705,0.13684212
0.13684212,0.08433735,0.079896905,0.556231,0.14605264
0.14605264,0.090361446,0.08891752,0.5668693,0.15526317
0.15526317,0.09638554,0.097938135,0.5775076,0.14342105
0.14342105,0.08433735,0.076030925,0.5638298,0.13157895
0.13157895,0.072289154,0.054123707,0.550152,0.10526316
0.10526316,0.08433735,0.079896905,0.51975685,0.1131579
0.1131579,0.08433735,0.072164945,0.5288754,0.07894738
0.07894738,0.04819277,0.048969068,0.4893617,0.122368425
0.122368425,0.06626506,0.064432986,0.5395137,0.16578948
0.16578948,0.08433735,0.079896905,0.58966565,0.15263158
0.15263158,0.072289154,0.03865979,0.57446814,0.15789475
0.15789475,0.072289154,0.051546387,0.5805471,0.1631579
0.1631579,0.08433735,0.061855666,0.5866262,0.18947369
0.18947369,0.10843372,0.048969068,0.6170213,0.19210528
0.19210528,0.12048192,0.087628864,0.6200608,0.14473686
0.14473686,0.09638554,0.077319585,0.5653496,0.09736842
0.09736842,0.072289154,0.067010306,0.5106383,0.086842105
0.086842105,0.024096385,0.023195876,0.49848026,0.12894738
0.12894738,0.09638554,0.072164945,0.54711246,0.13684212
0.13684212,0.09638554,0.110824734,0.556231,0.086842105
0.086842105,0.06024096,0.067010306,0.49848026,0.13421053
0.13421053,0.09638554,0.11597937,0.5075988,0.15789475
0.15789475,0.09638554,0.100515455,0.55775076,0.18157895
0.18157895,0.09638554,0.085051544,0.60790277,0.11052632
0.11052632,0.09638554,0.097938135,0.5015198,0.10000001
0.10000001,0.10843372,0.085051544,0.51367784,0.12105264
0.12105264,0.10843372,0.051546387,0.5379939,0.06052632
0.06052632,0.04819277,0.048969068,0.4680851,0.13947369
0.13947369,0.06024096,0.12113401,0.49848026,0.12192984
0.12192984,0.06024096,0.09536082,0.49848026,0.10438597
0.10438597,0.06024096,0.069587626,0.49848026,0.086842105
0.086842105,0.06024096,0.04381443,0.49848026,0.089473695
0.089473695,0.08433735,0.079896905,0.5015198,0.09868422
0.09868422,0.07831325,0.064432986,0.51215804,0.10789475
0.10789475,0.072289154,0.048969068,0.5227964,0.10526316
0.10526316,0.072289154,0.048969068,0.51975685,0.05526316
0.05526316,0.024096385,0.023195876,0.4620061,0.10526316
0.10526316,0.04819277,0.025773196,0.51975685,0.12368421
0.12368421,0.072289154,0.03865979,0.54103345,0.12894738
0.12894738,0.072289154,0.054123707,0.54711246,0.073684216
0.073684216,0.06024096,0.03608247,0.4832827,0.11052632
0.11052632,0.06024096,0.033505157,0.5258359,0.086842105
0.086842105,0.072289154,0.048969068,0.49848026,0.06842106
0.06842106,0.06024096,0.045103088,0.47720367,0.050000004
0.050000004,0.04819277,0.04123711,0.45592707,0.10000001
0.10000001,0.06024096,0.03865979,0.51367784,0.09035088
0.09035088,0.06024096,0.03865979,0.50253296,0.08070177
0.08070177,0.06024096,0.03865979,0.49138808,0.07105263
0.07105263,0.06024096,0.03865979,0.48024318,0.026315793
0.026315793,0.024096385,0.028350515,0.42857146,0.034210525
0.034210525,0.024096385,0.025773196,0.43769,0.042105265
0.042105265,0.024096385,0.023195876,0.44680852,0.07894738
0.07894738,0.09638554,0.067010306,0.4893617,0.05526316
0.05526316,0.06024096,0.048969068,0.4620061,0.050000004
0.050000004,0.04819277,0.03865979,0.45592707,0.044736847
0.044736847,0.036144577,0.028350515,0.44984806,0.089473695
0.089473695,0.04819277,0.035223365,0.5015198,0.13421053
0.13421053,0.06024096,0.04209622,0.55319154,0.17894737
0.17894737,0.072289154,0.048969068,0.6048632,0.11578947
0.11578947,0.072289154,0.056701027,0.5319149,0.14473686
0.14473686,0.06024096,0.046391748,0.5653496,0.18421054
0.18421054,0.072289154,0.051546387,0.61094224,0.12894738
0.12894738,0.072289154,0.048969068,0.54711246,0.073684216
0.073684216,0.024096385,0.020618556,0.4832827,0.08289474
0.08289474,0.042168677,0.030927835,0.49392098,0.09210527
0.09210527,0.06024096,0.04123711,0.5045593,0.1131579
0.1131579,0.06024096,0.04381443,0.5288754,0.15263158
0.15263158,0.09638554,0.067010306,0.57446814,0.15263158
0.15263158,0.10843372,0.054123707,0.57446814,0.13618422
0.13618422,0.09638554,0.052835047,0.5554711,0.11973685
0.11973685,0.08433735,0.051546387,0.53647417,0.103289485
0.103289485,0.072289154,0.050257728,0.5174772,0.086842105
0.086842105,0.06024096,0.048969068,0.49848026,0.094736844
0.094736844,0.036144577,0.023195876,0.5075988,0.11052632
0.11052632,0.072289154,0.046391748,0.5258359,0.11052632
0.11052632,0.072289154,0.046391748,0.5258359,0.14736843
0.14736843,0.06024096,0.046391748,0.56838906,0.06842106
0.06842106,0.024096385,0.023195876,0.47720367,0.08421053
0.08421053,0.024096385,0.023195876,0.49544075,0.10000001
0.10000001,0.024096385,0.023195876,0.51367784,0.13684212
0.13684212,0.072289154,0.048969068,0.556231,0.10000001
0.10000001,0.072289154,0.048969068,0.51367784,0.06842106
0.06842106,0.06024096,0.046391748,0.47720367,0.057894737
0.057894737,0.06024096,0.04123711,0.4650456,0.034210525
0.034210525,0.024096385,0.023195876,0.43769,0.036842108
0.036842108,0.036144577,0.032216497,0.4407295,0.03947369
0.03947369,0.04819277,0.04123711,0.443769,0.09210527
0.09210527,0.072289154,0.054123707,0.5045593,0.073684216
0.073684216,0.06024096,0.046391748,0.4832827,0.09736842
0.09736842,0.06024096,0.03865979,0.5106383,0.11578947
0.11578947,0.06024096,0.04123711,0.5319149,0.13421053
0.13421053,0.06024096,0.04123711,0.55319154,0.16973685
0.16973685,0.05421686,0.03865979,0.59422493,0.20526318
0.20526318,0.04819277,0.03608247,0.6352584,0.09210527
0.09210527,0.036144577,0.028350515,0.5045593,0.17368422
0.17368422,0.072289154,0.04381443,0.5987842,0.07894738
0.07894738,0.04819277,0.030927835,0.4893617,0.069736846
0.069736846,0.036144577,0.028350515,0.4787234,0.06052632
0.06052632,0.024096385,0.025773196,0.4680851,0.081578955
0.081578955,0.06024096,0.048969068,0.49240124,0.03947369
0.03947369,0.024096385,0.023195876,0.443769,0.094736844
0.094736844,0.04819277,0.028350515,0.5075988,0.11842106
0.11842106,0.09638554,0.085051544,0.5349544,0.22105263
0.22105263,0.072289154,0.046391748,0.65653497,0.19473685
0.19473685,0.072289154,0.04832474,0.53115505,0.16842106
0.16842106,0.072289154,0.050257728,0.4057751,0.14210527
0.14210527,0.072289154,0.05219072,0.40653497,0.11578947
0.11578947,0.072289154,0.054123707,0.5319149,0.17894737
0.17894737,0.072289154,0.046391748,0.6048632,0.1131579
0.1131579,0.036144577,0.033505157,0.5288754,0.073684216
0.073684216,0.036144577,0.025773196,0.4832827,0.07105263
0.07105263,0.06024096,0.033505157,0.48024318,0.06403509
0.06403509,0.04819277,0.030068727,0.4721378,0.05701755
0.05701755,0.036144577,0.026632303,0.46403244,0.050000004
0.050000004,0.024096385,0.023195876,0.45592707,0.102631584
