var1(t-1),var2(t-1),var3(t-1),var4(t-1),var1(t)
0.23421054,0.072289154,0.061855666,0.6808511,0.31842107
0.31842107,0.12048192,0.13917525,0.8267478,0.31315792
0.31315792,0.12048192,0.105670094,0.8176292,0.089473695
0.089473695,0.04819277,0.061855666,0.5015198,0.15921053
0.15921053,0.05421686,0.052835047,0.42857146,0.22894739
0.22894739,0.06024096,0.04381443,0.67173254,0.1631579
0.1631579,0.06024096,0.048969068,0.5866262,0.18421054
0.18421054,0.06024096,0.04381443,0.61094224,0.1763158
0.1763158,0.06024096,0.051546387,0.6018237,0.24736844
0.24736844,0.10843372,0.082474224,0.7021277,0.10526316
0.10526316,0.024096385,0.025773196,0.51975685,0.13157895
0.13157895,0.06024096,0.059278347,0.550152,0.15789475
0.15789475,0.09638554,0.0927835,0.5805471,0.2236842
0.2236842,0.06024096,0.048969068,0.662614,0.28421056
0.28421056,0.072289154,0.054123707,0.7659575,0.23157896
0.23157896,0.072289154,0.061855666,0.674772,0.2605263
0.2605263,0.06024096,0.048969068,0.72644377,0.27105266
0.27105266,0.12048192,0.09020618,0.7446809,0.24298246
0.24298246,0.10441767,0.079896905,0.52077,0.21491228
0.21491228,0.08835341,0.069587626,0.39007095,0.18684211
0.18684211,0.072289154,0.059278347,0.6139818,0.10526316
0.10526316,0.036144577,0.03865979,0.51975685,0.2763158
0.2763158,0.10843372,0.0927835,0.75379944,0.3
0.3,0.06024096,0.059278347,0.7933131,0.13684212
0.13684212,0.06024096,0.061855666,0.556231,0.16578948
0.16578948,0.06626506,0.057989687,0.58966565,0.19473685
0.19473685,0.072289154,0.054123707,0.6231003,0.17105263
0.17105263,0.06024096,0.054123707,0.5957447,0.19473685
0.19473685,0.06024096,0.046391748,0.6231003,0.12894738
0.12894738,0.06024096,0.046391748,0.54711246,0.23421054
0.23421054,0.072289154,0.056701027,0.6808511,0.13947369
0.13947369,0.072289154,0.056701027,0.5592705,0.17894737
0.17894737,0.07831325,0.063144326,0.38905776,0.21842106
0.21842106,0.08433735,0.069587626,0.65045595,0.22894739
0.22894739,0.072289154,0.051546387,0.66869307,0.18421054
0.18421054,0.072289154,0.051546387,0.61094224,0.20438598
0.20438598,0.0682731,0.050687283,0.40324217,0.22456141
0.22456141,0.06425702,0.04982818,0.49138808,0.24473687
0.24473687,0.06024096,0.048969068,0.69908816,0.22105263
0.22105263,0.08433735,0.068298966,0.37993923,0.19736843
0.19736843,0.10843372,0.087628864,0.6261399,0.27105266
0.27105266,0.072289154,0.056701027,0.7446809,0.25921053
0.25921053,0.06626506,0.054123707,0.7234043,0.24736844
0.24736844,0.06024096,0.051546387,0.7021277,0.18947369
0.18947369,0.072289154,0.051546387,0.6170213,0.20526318
0.20526318,0.10843372,0.110824734,0.6352584,0.20921053
0.20921053,0.090361446,0.082474224,0.63981766,0.2131579
0.2131579,0.072289154,0.054123707,0.6443769,0.12105264
0.12105264,0.04819277,0.03608247,0.5379939,0.17105263
0.17105263,0.42771083,0.04123711,0.5759879,0.22105263
0.22105263,1,0.046391748,0.6139818,0.23947369
0.23947369,0.06024096,0.046391748,0.68996966,0.18947369
0.18947369,0.08433735,0.064432986,0.6170213,0.17105263
0.17105263,0.072289154,0.057989687,0.5957447,0.15263158
0.15263158,0.06024096,0.051546387,0.57446814,0.028947368
0.028947368,0.036144577,0.033505157,0.38297874,0.13684212
0.13684212,0.06024096,0.03865979,0.556231,0.13684212
0.13684212,0.06024096,0.03865979,0.556231,0.20526318
0.20526318,0.06024096,0.051546387,0.6352584,0.18421054
0.18421054,0.072289154,0.04381443,0.61094224,0.18947369
0.18947369,0.072289154,0.047680408,0.6170213,0.19473685
0.19473685,0.072289154,0.051546387,0.6231003,0.2236842
0.2236842,0.06024096,0.048969068,0.662614,0.16052632
0.16052632,0.04819277,0.03608247,0.58358663,0.1263158
0.1263158,0.06024096,0.056701027,0.544073,0.13421053
0.13421053,0.057228915,0.0496134,0.55319154,0.14210527
0.14210527,0.05421686,0.04252577,0.56231004,0.15
0.15,0.051204816,0.035438143,0.5714286,0.15789475
0.15789475,0.04819277,0.028350515,0.5805471,0.09736842
0.09736842,0.09638554,0.03865979,0.5106383,0.11052632
0.11052632,0.072289154,0.033505157,0.5258359,0.15263158
0.15263158,0.14457831,0.056701027,0.57446814,0.1506579
0.1506579,0.13253012,0.048969068,0.5721885,0.14868422
0.14868422,0.12048192,0.04123711,0.56990886,0.14671053
0.14671053,0.10843372,0.033505157,0.5676292,0.14473686
0.14473686,0.09638554,0.025773196,0.5653496,0.12368421
0.12368421,0.036144577,0.015463917,0.54103345,0.16578948
0.16578948,0.08433735,0.056701027,0.58966565,0.25
0.25,0.09638554,0.056701027,0.7082067,0.23421054
0.23421054,0.06024096,0.048969068,0.6808511,0.24473687
0.24473687,0.04819277,0.03865979,0.69908816,0.19078948
0.19078948,0.036144577,0.028350515,0.41489363,0.13684212
0.13684212,0.024096385,0.018041236,0.556231,0.042105265
0.042105265,0.012048192,0.012886597,0.44680852,0.010526318
0.010526318,0.012048192,0.00257732,0.41033435,0.094736844
0.094736844,0.46987948,0.007731957,0.3981763,0.09210527
0.09210527,0.036144577,0.023195876,0.5045593,0.075438604
0.075438604,0.032128513,0.022336768,0.48530903,0.05877193
0.05877193,0.028112449,0.021477664,0.4660588,0.042105265
0.042105265,0.024096385,0.020618556,0.44680852,0.050000004
0.050000004,0.024096385,0.020618556,0.45592707,0.05526316
0.05526316,0.012048192,0.015463917,0.4620061,0.081578955
0.081578955,0.06024096,0.03865979,0.49240124,0.102631584
0.102631584,0.06024096,0.048969068,0.5167173,0.042105265
0.042105265,0.024096385,0.020618556,0.44680852,0.10789475
0.10789475,0.042168677,0.028350515,0.5227964,0.17368422
0.17368422,0.06024096,0.03608247,0.5987842,0.15
0.15,0.04819277,0.028350515,0.5714286,0.06052632
0.06052632,0.036144577,0.030927835,0.4680851,0.047368422
0.047368422,0.024096385,0.025773196,0.45288754,0.10789475
0.10789475,0.06024096,0.051546387,0.5227964,0.042105265
0.042105265,0.024096385,0.023195876,0.44680852,0.03947369
0.03947369,0.030120477,0.021907216,0.443769,0.036842108
0.036842108,0.036144577,0.020618556,0.4407295,0.034210525
0.034210525,0.07078313,0.018041236,0.4331307,0.03157895
0.03157895,0.10542168,0.015463917,0.42553192,0.028947368
0.028947368,0.14006023,0.012886597,0.41793314,0.026315793
0.026315793,0.17469878,0.010309277,0.41033435,0.023684211
0.023684211,0.20933735,0.007731957,0.4027356,0.021052636
0.021052636,0.24397591,0.005154638,0.3951368,0.018421054
0.018421054,0.27861446,0.00257732,0.38753802,0.015789479
0.015789479,0.31325302,0,0.37993923,0.038157895
0.038157895,0.16867469,0.015463917,0.42401218,0.06052632
0.06052632,0.024096385,0.030927835,0.4680851,0.057894737
0.057894737,0.024096385,0.028350515,0.4650456,0.05526316
0.05526316,0.024096385,0.025773196,0.4620061,0.06052632
0.06052632,0.028112449,0.029209623,0.4680851,0.065789476
0.065789476,0.032128513,0.032646045,0.47416413,0.07105263
0.07105263,0.036144577,0.03608247,0.48024318,0.15789475
0.15789475,0.09638554,0.067010306,0.5805471,0.086842105
0.086842105,0.036144577,0.028350515,0.49848026,0.15
0.15,0.06024096,0.054123707,0.5714286,0.081578955
0.081578955,0.012048192,0.018041236,0.49240124,0.07894738
0.07894738,0.016064256,0.017182129,0.4893617,0.07631579
0.07631579,0.02008032,0.016323024,0.48632222,0.073684216
0.073684216,0.024096385,0.015463917,0.4832827,0.0631579
0.0631579,0.024096385,0.023195876,0.47112465,0.044736847
0.044736847,0.024096385,0.018041236,0.44984806,0.06052632
0.06052632,0.024096385,0.024484536,0.4680851,0.07631579
0.07631579,0.024096385,0.030927835,0.48632222,0.05921053
0.05921053,0.018072292,0.021907216,0.46656537,0.042105265
0.042105265,0.012048192,0.012886597,0.44680852,0.05526316
0.05526316,0.024096385,0.020618556,0.4620061,0.10526316
0.10526316,0.024096385,0.025773196,0.51975685,0.034210525
0.034210525,0.024096385,0.023195876,0.43769,0.032894738
0.032894738,0.018072292,0.019974226,0.43617022,0.03157895
0.03157895,0.012048192,0.016752576,0.43465048,0.030263163
0.030263163,0.006024096,0.013530927,0.4331307,0.028947368
0.028947368,0,0.010309277,0.43161094,0.075
0.075,0.012048192,0.016752576,0.48480245,0.12105264
0.12105264,0.024096385,0.023195876,0.5379939,0.07105263
0.07105263,0.036144577,0.030927835,0.48024318,0.11842106
0.11842106,0.024096385,0.025773196,0.5349544,0.17894737
0.17894737,0.072289154,0.064432986,0.6048632,0.14868422
0.14868422,0.06626506,0.054123707,0.56990886,0.11842106
0.11842106,0.06024096,0.04381443,0.5349544,0.05526316
0.05526316,0.024096385,0.028350515,0.4620061,0.057894737
0.057894737,0.024096385,0.03865979,0.4650456,0.06052632
0.06052632,0.024096385,0.048969068,0.4680851,0.05526316
0.05526316,0.030120477,0.04252577,0.4620061,0.050000004
0.050000004,0.036144577,0.03608247,0.45592707,0.05526316
0.05526316,0.036144577,0.03608247,0.4620061,0.11842106
0.11842106,0.072289154,0.061855666,0.5349544,0.07894738
0.07894738,0.024096385,0.023195876,0.4893617,0.13947369
0.13947369,0.06024096,0.051546387,0.5592705,0.10789475
0.10789475,0.024096385,0.023195876,0.5227964,0.1131579
0.1131579,0.012048192,0.015463917,0.5288754,0.1263158
0.1263158,0.036144577,0.03865979,0.544073,0.1131579
0.1131579,0.032128513,0.032646045,0.5288754,0.10000001
0.10000001,0.028112449,0.026632303,0.51367784,0.086842105
0.086842105,0.024096385,0.020618556,0.49848026,0.15789475
0.15789475,0.06024096,0.051546387,0.5805471,0.12894738
0.12894738,0.04819277,0.04381443,0.54711246,0.12105264
0.12105264,0.036144577,0.051546387,0.5379939,0.11052632
0.11052632,0.024096385,0.025773196,0.5258359,0.10526316
0.10526316,0.024096385,0.027061855,0.51975685,0.10000001
0.10000001,0.024096385,0.028350515,0.51367784,0.081578955
0.081578955,0.024096385,0.027061855,0.49240124,0.0631579
0.0631579,0.024096385,0.025773196,0.47112465,0.044736847
0.044736847,0.024096385,0.024484536,0.44984806,0.026315793
0.026315793,0.024096385,0.023195876,0.42857146,0.094736844
0.094736844,0.036144577,0.033505157,0.5075988,0.09868422
0.09868422,0.030120477,0.04381443,0.51215804,0.102631584
0.102631584,0.024096385,0.054123707,0.5167173,0.15789475
0.15789475,0.06024096,0.04381443,0.5805471,0.13245615
0.13245615,0.04819277,0.037800685,0.55116516,0.10701755
0.10701755,0.036144577,0.03178694,0.52178323,0.081578955
0.081578955,0.024096385,0.025773196,0.49240124,0.1763158
0.1763158,0.12048192,0.007731957,0.6018237,0.19473685
0.19473685,0.14457831,0.005154638,0.6231003,0.11578947
0.11578947,0.06024096,0.048969068,0.5319149,0.25
0.25,0.08433735,0.072164945,0.7051672,0.24210526
0.24210526,0.072289154,0.064432986,0.69300914,0.23552634
0.23552634,0.072289154,0.059278347,0.6808511,0.22894739
0.22894739,0.072289154,0.054123707,0.66869307,0.102631584
0.102631584,0.06024096,0.056701027,0.5167173,0.106578946
0.106578946,0.04819277,0.050257728,0.5212766,0.11052632
0.11052632,0.036144577,0.04381443,0.5258359,0.089473695
0.089473695,0.024096385,0.028350515,0.5015198,0.11842106
0.11842106,0.036144577,0.033505157,0.5349544,0.07894738
0.07894738,0.024096385,0.028350515,0.4893617,0.044736847
0.044736847,0.024096385,0.030927835,0.44984806,0.07631579
0.07631579,0.036144577,0.033505157,0.48632222,0.05657895
0.05657895,0.024096385,0.021907216,0.46352586,0.036842108
0.036842108,0.012048192,0.010309277,0.4407295,0.0631579
0.0631579,0.024096385,0.020618556,0.47112465,0.047368422
0.047368422,0.024096385,0.020618556,0.45288754,0.050000004
0.050000004,0.024096385,0.015463917,0.45592707,0.03947369
0.03947369,0.036144577,0.04123711,0.4224924,0.06052632
0.06052632,0.036144577,0.04123711,0.4680851,0.05263158
0.05263158,0.030120477,0.030927835,0.45896658,0.044736847
0.044736847,0.024096385,0.020618556,0.44984806,0.0631579
0.0631579,0.036144577,0.04123711,0.47112465,0.057894737
0.057894737,0.024096385,0.023195876,0.4650456,0.050000004
0.050000004,0.024096385,0.028350515,0.45592707,0.07894738
0.07894738,0.024096385,0.028350515,0.4893617,0.036842108
0.036842108,0.024096385,0.030927835,0.4407295,0.047368422
0.047368422,0.036144577,0.03737113,0.45288754,0.057894737
0.057894737,0.04819277,0.04381443,0.4650456,0.042105265
0.042105265,0.036144577,0.04381443,0.443769,0.038157895
0.038157895,0.036144577,0.04123711,0.4194529,0.034210525
0.034210525,0.036144577,0.03865979,0.3951368,0.036842108
0.036842108,0.024096385,0.020618556,0.4407295,0.0631579
0.0631579,0.024096385,0.023195876,0.47112465,0.07631579
0.07631579,0.030120477,0.025773196,0.48632222,0.089473695
0.089473695,0.036144577,0.028350515,0.5015198,0.09210527
0.09210527,0.036144577,0.03865979,0.5045593,0.05526316
0.05526316,0.024096385,0.023195876,0.4620061,0.044736847
0.044736847,0.012048192,0.018041236,0.44984806,0.05657895
0.05657895,0.030120477,0.032216497,0.46352586,0.06842106
0.06842106,0.04819277,0.046391748,0.47720367,0.057894737
0.057894737,0.042168677,0.03865979,0.4650456,0.047368422
0.047368422,0.036144577,0.030927835,0.45288754,0.057894737
0.057894737,0.024096385,0.018041236,0.4650456,0.06052632
0.06052632,0.04819277,0.048969068,0.4680851,0.05526316
0.05526316,0.024096385,0.03608247,0.4620061,0.29210526
