,date,so2,no2,RSPM,AQI
526,2011-01-04,7.5,24.5,54.0,54.0
527,2011-01-05,9.0,28.0,54.0,54.0
528,2011-01-06,6.0,17.0,34.0,34.0
529,2011-01-07,9.0,40.0,-113.0,109.0
530,2011-01-08,10.0,41.0,-125.0,117.0
531,2011-01-09,9.0,36.25,-82.5,99.0
532,2011-01-10,8.0,31.5,-40.0,81.0
533,2011-01-11,7.0,26.75,2.5,63.0
534,2011-01-12,6.0,22.0,45.0,45.0
535,2011-01-13,8.0,25.0,38.0,38.0
536,2011-01-14,7.0,28.0,33.0,35.0
537,2011-01-15,11.0,28.0,58.0,58.0
538,2011-01-16,8.5,26.0,46.5,46.5
539,2011-01-17,6.0,24.0,35.0,35.0
540,2011-01-18,7.5,29.5,52.0,52.0
541,2011-01-19,9.0,35.0,69.0,69.0
542,2011-01-20,8.0,36.0,44.0,45.0
543,2011-01-21,8.0,27.0,42.0,42.0
544,2011-01-22,6.0,18.0,65.0,65.0
545,2011-01-23,7.0,25.0,51.5,52.5
546,2011-01-24,8.0,32.0,38.0,40.0
547,2011-01-25,13.0,47.0,65.0,65.0
548,2011-01-26,5.0,17.0,72.0,72.0
549,2011-01-27,10.0,39.0,77.0,77.0
550,2011-01-28,5.0,17.0,58.0,58.0
551,2011-01-29,5.0,17.0,56.0,56.0
552,2011-01-30,6.5,22.0,60.0,60.0
553,2011-01-31,8.0,27.0,64.0,64.0
554,2011-02-01,9.0,27.0,87.0,87.0
555,2011-02-02,11.0,42.0,66.0,66.0
556,2011-02-03,8.0,26.0,87.0,87.0
557,2011-02-04,9.0,29.0,-107.0,105.0
558,2011-02-05,8.0,25.0,74.0,74.0
559,2011-02-06,9.5,26.5,80.0,80.0
560,2011-02-07,11.0,28.0,86.0,86.0
561,2011-02-08,8.0,20.0,71.0,71.0
562,2011-02-09,9.0,20.0,70.0,70.0
563,2011-02-10,8.0,27.0,81.0,81.0
564,2011-02-11,9.0,23.0,80.0,80.0
565,2011-02-12,9.0,24.0,71.0,71.0
566,2011-02-13,9.333333333333334,26.666666666666668,8.333333333333336,84.33333333333333
567,2011-02-14,9.666666666666666,29.333333333333332,-54.33333333333333,97.66666666666667
568,2011-02-15,10.0,32.0,-117.0,111.0
569,2011-02-16,8.0,30.0,49.0,49.0
570,2011-02-17,11.0,44.0,93.0,93.0
571,2011-02-18,11.0,27.0,75.0,75.0
572,2011-02-19,11.0,31.0,81.0,81.0
573,2011-02-20,10.5,31.0,77.5,77.5
574,2011-02-21,10.0,31.0,74.0,74.0
575,2011-02-22,13.0,45.0,86.0,86.0
576,2011-02-23,8.0,30.0,63.0,63.0
577,2011-02-24,7.0,27.0,53.0,53.0
578,2011-02-25,12.0,37.0,81.0,81.0
579,2011-02-26,11.0,37.0,88.0,88.0
580,2011-02-27,8.5,30.0,65.5,65.5
581,2011-02-28,6.0,23.0,43.0,43.0
582,2011-03-01,12.0,42.0,81.0,81.0
583,2011-03-02,8.0,29.0,92.0,92.0
584,2011-03-03,9.0,28.0,93.0,93.0
585,2011-03-04,11.0,39.0,78.0,78.0
586,2011-03-05,7.0,21.0,68.0,68.0
587,2011-03-06,8.0,25.0,80.5,80.5
588,2011-03-07,9.0,29.0,93.0,93.0
589,2011-03-08,9.0,30.0,59.0,59.0
590,2011-03-09,10.0,33.0,62.0,62.0
591,2011-03-10,10.0,35.0,82.0,82.0
592,2011-03-11,9.0,35.5,75.5,75.5
593,2011-03-12,8.0,36.0,69.0,69.0
594,2011-03-13,8.5,33.0,70.0,70.0
595,2011-03-14,9.0,30.0,71.0,71.0
596,2011-03-15,11.0,41.0,98.0,98.0
597,2011-03-16,10.0,29.0,43.0,43.0
598,2011-03-17,9.75,29.25,42.416666666666664,42.75
599,2011-03-18,9.5,29.5,41.833333333333336,42.5
600,2011-03-19,9.25,29.75,41.25,42.25
601,2011-03-20,9.0,30.0,40.666666666666664,42.0
602,2011-03-21,8.75,30.25,40.083333333333336,41.75
603,2011-03-22,8.5,30.5,39.5,41.5
604,2011-03-23,8.25,30.75,38.916666666666664,41.25
605,2011-03-24,8.0,31.0,38.333333333333336,41.0
606,2011-03-25,7.75,31.25,37.75,40.75
607,2011-03-26,7.5,31.5,37.166666666666664,40.5
608,2011-03-27,7.25,31.75,36.583333333333336,40.25
609,2011-03-28,7.0,32.0,36.0,40.0
610,2011-03-29,7.333333333333333,29.666666666666668,-10.0,60.33333333333333
611,2011-03-30,7.666666666666667,27.333333333333332,-56.0,80.66666666666666
612,2011-03-31,8.0,25.0,-102.0,101.0
613,2011-04-01,9.0,27.5,-13.0,88.5
614,2011-04-02,10.0,30.0,76.0,76.0
615,2011-04-03,8.0,23.5,62.5,62.5
616,2011-04-04,6.0,17.0,49.0,49.0
617,2011-04-05,10.0,30.0,84.0,84.0
618,2011-04-06,7.0,20.0,35.0,35.0
619,2011-04-07,7.5,20.5,49.5,49.5
620,2011-04-08,8.0,21.0,64.0,64.0
621,2011-04-09,6.0,17.0,25.0,25.0
622,2011-04-10,7.5,21.5,39.0,39.0
623,2011-04-11,9.0,26.0,53.0,53.0
624,2011-04-12,7.0,23.0,34.0,34.0
625,2011-04-13,9.0,28.0,70.0,70.0
626,2011-04-14,7.0,20.0,32.0,32.0
627,2011-04-15,10.0,24.0,43.0,43.0
628,2011-04-16,7.0,19.0,33.0,33.0
629,2011-04-17,7.0,19.5,35.5,35.5
630,2011-04-18,7.0,20.0,38.0,38.0
631,2011-04-19,7.666666666666667,20.333333333333332,38.333333333333336,38.333333333333336
632,2011-04-20,8.333333333333334,20.666666666666668,38.666666666666664,38.666666666666664
633,2011-04-21,9.0,21.0,39.0,39.0
634,2011-04-22,9.0,25.0,38.0,38.0
635,2011-04-23,6.0,21.0,34.0,34.0
636,2011-04-24,6.0,21.0,42.333333333333336,42.333333333333336
637,2011-04-25,6.0,21.0,50.66666666666667,50.66666666666667
638,2011-04-26,6.0,21.0,59.0,59.0
639,2011-04-27,10.0,30.0,59.0,59.0
640,2011-04-28,8.0,15.0,58.0,58.0
641,2011-04-29,10.0,29.0,53.0,53.0
642,2011-04-30,13.0,34.0,92.0,92.0
643,2011-05-01,10.5,30.5,81.5,81.5
644,2011-05-02,8.0,27.0,71.0,71.0
645,2011-05-03,9.0,30.0,77.0,77.0
646,2011-05-04,8.0,30.0,66.0,66.0
647,2011-05-05,10.0,30.0,84.0,84.0
648,2011-05-06,7.0,24.0,44.0,44.0
649,2011-05-07,12.0,45.0,66.0,66.0
650,2011-05-08,9.5,33.0,70.0,70.0
651,2011-05-09,7.0,21.0,74.0,74.0
652,2011-05-10,8.0,21.0,37.0,37.0
653,2011-05-11,10.0,34.0,-116.0,111.0
654,2011-05-12,9.0,27.0,56.0,56.0
655,2011-05-13,9.0,27.5,61.5,61.5
656,2011-05-14,9.0,28.0,67.0,67.0
657,2011-05-15,9.0,28.5,72.5,72.5
658,2011-05-16,9.0,29.0,78.0,78.0
659,2011-05-17,8.0,20.0,54.0,54.0
660,2011-05-18,10.0,23.0,61.0,61.0
661,2011-05-19,11.0,37.0,45.0,46.0
662,2011-05-20,10.0,28.0,83.0,83.0
663,2011-05-21,6.0,20.0,59.0,59.0
664,2011-05-22,6.0,19.5,50.0,50.0
665,2011-05-23,6.0,19.0,41.0,41.0
666,2011-05-24,7.0,17.0,52.0,52.0
667,2011-05-25,11.0,32.0,54.0,54.0
668,2011-05-26,6.0,17.0,36.0,36.0
669,2011-05-27,5.0,16.0,39.0,39.0
670,2011-05-28,6.0,15.0,41.0,41.0
671,2011-05-29,6.088235294117647,15.352941176470589,41.05882352941177,41.05882352941177
672,2011-05-30,6.176470588235294,15.705882352941176,41.11764705882353,41.11764705882353
673,2011-05-31,6.264705882352941,16.058823529411764,41.1764705882353,41.1764705882353
674,2011-06-01,6.352941176470588,16.41176470588235,41.23529411764706,41.23529411764706
675,2011-06-02,6.4411764705882355,16.764705882352942,41.294117647058826,41.294117647058826
676,2011-06-03,6.529411764705882,17.11764705882353,41.35294117647059,41.35294117647059
677,2011-06-04,6.617647058823529,17.470588235294116,41.411764705882355,41.411764705882355
678,2011-06-05,6.705882352941177,17.823529411764707,41.470588235294116,41.470588235294116
679,2011-06-06,6.794117647058823,18.176470588235293,41.529411764705884,41.529411764705884
680,2011-06-07,6.882352941176471,18.529411764705884,41.588235294117645,41.588235294117645
681,2011-06-08,6.970588235294118,18.88235294117647,41.64705882352941,41.64705882352941
682,2011-06-09,7.0588235294117645,19.235294117647058,41.705882352941174,41.705882352941174
683,2011-06-10,7.147058823529412,19.58823529411765,41.76470588235294,41.76470588235294
684,2011-06-11,7.235294117647059,19.941176470588236,41.8235294117647,41.8235294117647
685,2011-06-12,7.3235294117647065,20.294117647058826,41.88235294117647,41.88235294117647
686,2011-06-13,7.411764705882353,20.647058823529413,41.94117647058823,41.94117647058823
687,2011-06-14,7.5,21.0,42.0,42.0
688,2011-06-15,7.588235294117647,21.352941176470587,42.05882352941177,42.05882352941177
689,2011-06-16,7.676470588235294,21.705882352941178,42.11764705882353,42.11764705882353
690,2011-06-17,7.764705882352941,22.058823529411764,42.1764705882353,42.1764705882353
691,2011-06-18,7.852941176470589,22.411764705882355,42.23529411764706,42.23529411764706
692,2011-06-19,7.9411764705882355,22.764705882352942,42.294117647058826,42.294117647058826
693,2011-06-20,8.029411764705882,23.11764705882353,42.35294117647059,42.35294117647059
694,2011-06-21,8.117647058823529,23.470588235294116,42.411764705882355,42.411764705882355
695,2011-06-22,8.205882352941178,23.823529411764707,42.470588235294116,42.470588235294116
696,2011-06-23,8.294117647058824,24.176470588235297,42.529411764705884,42.529411764705884
697,2011-06-24,8.382352941176471,24.529411764705884,42.588235294117645,42.588235294117645
698,2011-06-25,8.470588235294118,24.88235294117647,42.64705882352941,42.64705882352941
699,2011-06-26,8.558823529411764,25.235294117647058,42.705882352941174,42.705882352941174
700,2011-06-27,8.647058823529413,25.58823529411765,42.76470588235294,42.76470588235294
701,2011-06-28,8.735294117647058,25.941176470588236,42.8235294117647,42.8235294117647
702,2011-06-29,8.823529411764707,26.294117647058826,42.88235294117647,42.88235294117647
703,2011-06-30,8.911764705882353,26.647058823529413,42.94117647058823,42.94117647058823
704,2011-07-01,9.0,27.0,43.0,43.0
705,2011-07-02,6.0,18.0,48.0,48.0
706,2011-07-03,7.5,21.5,54.5,54.5
707,2011-07-04,9.0,25.0,61.0,61.0
708,2011-07-05,6.0,16.0,31.0,31.0
709,2011-07-06,8.0,19.0,49.0,49.0
710,2011-07-07,5.0,16.0,33.0,33.0
711,2011-07-08,6.0,13.0,38.0,38.0
712,2011-07-09,7.0,15.0,30.0,30.0
713,2011-07-10,6.0,16.5,27.5,27.5
714,2011-07-11,5.0,18.0,25.0,25.0
715,2011-07-12,9.0,27.0,38.0,38.0
716,2011-07-13,7.0,15.0,22.0,22.0
717,2011-07-14,6.0,15.0,25.0,25.0
718,2011-07-15,6.0,15.0,19.0,19.0
719,2011-07-16,9.0,27.0,35.0,35.0
720,2011-07-17,8.333333333333334,24.333333333333332,31.333333333333332,31.333333333333332
721,2011-07-18,7.666666666666667,21.666666666666668,27.666666666666668,27.666666666666668
722,2011-07-19,7.0,19.0,24.0,24.0
723,2011-07-20,6.0,17.0,25.0,25.0
724,2011-07-21,5.0,15.0,26.0,26.0
725,2011-07-22,6.0,17.5,27.0,27.0
726,2011-07-23,7.0,20.0,28.0,28.0
727,2011-07-24,8.0,22.5,33.5,33.5
728,2011-07-25,9.0,25.0,39.0,39.0
729,2011-07-26,8.0,23.0,40.0,40.0
730,2011-07-27,13.0,39.0,53.0,53.0
731,2011-07-28,13.0,39.0,67.0,67.0
732,2011-07-29,7.0,22.0,57.0,57.0
733,2011-07-30,8.0,24.0,54.0,54.0
734,2011-07-31,7.5,22.5,49.5,49.5
735,2011-08-01,7.0,21.0,45.0,45.0
736,2011-08-02,10.0,31.0,69.0,69.0
737,2011-08-03,9.333333333333334,28.333333333333332,60.666666666666664,60.666666666666664
738,2011-08-04,8.666666666666666,25.666666666666668,52.33333333333333,52.33333333333333
739,2011-08-05,8.0,23.0,44.0,44.0
740,2011-08-06,10.0,33.0,76.0,76.0
741,2011-08-07,10.0,31.0,77.5,77.5
742,2011-08-08,10.0,29.0,79.0,79.0
743,2011-08-09,9.5,28.5,66.5,66.5
744,2011-08-10,9.0,28.0,54.0,54.0
745,2011-08-11,10.0,27.0,37.0,37.0
746,2011-08-12,10.0,27.25,41.25,41.25
747,2011-08-13,10.0,27.5,45.5,45.5
748,2011-08-14,10.0,27.75,49.75,49.75
749,2011-08-15,10.0,28.0,54.0,54.0
750,2011-08-16,8.5,25.5,55.5,55.5
751,2011-08-17,7.0,23.0,57.0,57.0
752,2011-08-18,7.0,22.928571428571427,55.142857142857146,55.142857142857146
753,2011-08-19,7.0,22.857142857142858,53.285714285714285,53.285714285714285
754,2011-08-20,7.0,22.785714285714285,51.42857142857143,51.42857142857143
755,2011-08-21,7.0,22.714285714285715,49.57142857142857,49.57142857142857
756,2011-08-22,7.0,22.642857142857142,47.714285714285715,47.714285714285715
757,2011-08-23,7.0,22.571428571428573,45.85714285714286,45.85714285714286
758,2011-08-24,7.0,22.5,44.0,44.0
759,2011-08-25,7.0,22.428571428571427,42.14285714285714,42.14285714285714
760,2011-08-26,7.0,22.357142857142858,40.285714285714285,40.285714285714285
761,2011-08-27,7.0,22.285714285714285,38.42857142857143,38.42857142857143
762,2011-08-28,7.0,22.214285714285715,36.57142857142857,36.57142857142857
763,2011-08-29,7.0,22.142857142857142,34.714285714285715,34.714285714285715
764,2011-08-30,7.0,22.071428571428573,32.85714285714286,32.85714285714286
765,2011-08-31,7.0,22.0,31.0,31.0
766,2011-09-01,9.0,33.0,53.0,53.0
767,2011-09-02,9.0,34.5,47.5,49.0
768,2011-09-03,9.0,36.0,42.0,45.0
769,2011-09-04,7.5,27.0,38.0,39.5
770,2011-09-05,6.0,18.0,34.0,34.0
771,2011-09-06,7.0,18.0,35.0,35.0
772,2011-09-07,9.0,21.0,37.0,37.0
773,2011-09-08,11.0,24.0,39.0,39.0
774,2011-09-09,10.5,28.0,42.0,42.0
775,2011-09-10,10.0,32.0,45.0,45.0
776,2011-09-11,8.5,27.0,46.0,46.0
777,2011-09-12,7.0,22.0,47.0,47.0
778,2011-09-13,7.0,24.0,41.0,41.0
779,2011-09-14,7.0,21.0,32.0,32.0
780,2011-09-15,7.0,21.5,42.0,42.0
781,2011-09-16,7.0,22.0,52.0,52.0
782,2011-09-17,6.0,21.0,45.0,45.0
783,2011-09-18,8.0,22.5,53.5,53.5
784,2011-09-19,10.0,24.0,62.0,62.0
785,2011-09-20,7.0,20.0,39.0,39.0
786,2011-09-21,7.0,19.0,33.0,33.0
787,2011-09-22,6.0,18.0,36.0,36.0
788,2011-09-23,7.0,22.0,41.0,41.0
789,2011-09-24,10.0,31.0,67.0,67.0
790,2011-09-25,10.0,29.0,50.0,50.5
791,2011-09-26,10.0,27.0,33.0,34.0
792,2011-09-27,10.0,32.0,39.0,40.0
793,2011-09-28,7.0,19.0,36.0,36.0
794,2011-09-29,7.0,20.5,34.0,34.0
795,2011-09-30,7.0,22.0,32.0,32.0
796,2011-10-01,8.0,25.0,56.0,56.0
797,2011-10-02,7.0,22.0,51.5,51.5
798,2011-10-03,6.0,19.0,47.0,47.0
799,2011-10-04,7.0,22.0,30.0,30.0
800,2011-10-05,7.666666666666667,24.333333333333332,38.333333333333336,38.333333333333336
801,2011-10-06,8.333333333333334,26.666666666666668,46.66666666666667,46.66666666666667
802,2011-10-07,9.0,29.0,55.0,55.0
803,2011-10-08,10.0,27.0,67.0,67.0
804,2011-10-09,8.5,25.0,54.0,54.0
805,2011-10-10,7.0,23.0,41.0,41.0
806,2011-10-11,10.0,30.0,56.0,56.0
807,2011-10-12,9.0,27.0,42.0,42.0
808,2011-10-13,8.0,23.5,39.0,39.0
809,2011-10-14,7.0,20.0,36.0,36.0
810,2011-10-15,9.0,26.0,57.0,57.0
811,2011-10-16,9.0,26.0,60.5,60.5
812,2011-10-17,9.0,26.0,64.0,64.0
813,2011-10-18,6.0,21.0,37.0,37.0
814,2011-10-19,8.0,24.0,67.0,67.0
815,2011-10-20,6.0,21.0,31.0,31.0
816,2011-10-21,6.0,19.0,31.0,31.0
817,2011-10-22,9.0,24.0,42.0,42.0
818,2011-10-23,9.0,26.333333333333332,42.333333333333336,42.333333333333336
819,2011-10-24,9.0,28.666666666666668,42.666666666666664,42.666666666666664
820,2011-10-25,9.0,31.0,43.0,43.0
821,2011-10-26,16.0,53.0,-122.0,115.0
822,2011-10-27,12.0,34.0,74.0,74.0
823,2011-10-28,11.0,37.0,84.0,84.0
824,2011-10-29,7.0,21.0,47.0,47.0
825,2011-10-30,8.5,24.0,56.5,56.5
826,2011-10-31,10.0,27.0,66.0,66.0
827,2011-11-01,12.0,48.0,-112.0,108.0
828,2011-11-02,10.0,48.0,54.0,60.0
829,2011-11-03,10.0,33.0,70.0,70.0
830,2011-11-04,7.0,22.0,63.0,63.0
831,2011-11-05,7.0,21.0,66.0,66.0
832,2011-11-06,7.0,20.0,69.0,69.0
833,2011-11-07,7.0,19.0,72.0,72.0
834,2011-11-08,9.0,33.0,56.0,56.0
835,2011-11-09,8.0,26.0,46.0,46.0
836,2011-11-10,13.0,45.0,75.0,75.0
837,2011-11-11,10.0,31.0,66.0,66.0
838,2011-11-12,9.666666666666666,29.0,61.333333333333336,61.333333333333336
839,2011-11-13,9.333333333333334,27.0,56.666666666666664,56.666666666666664
840,2011-11-14,9.0,25.0,52.0,52.0
841,2011-11-15,9.0,24.0,57.0,57.0
842,2011-11-16,7.5,21.5,42.5,42.5
843,2011-11-17,6.0,19.0,28.0,28.0
844,2011-11-18,11.0,39.0,37.0,49.0
845,2011-11-19,10.0,31.0,71.0,71.0
846,2011-11-20,8.5,26.0,50.0,50.0
847,2011-11-21,7.0,21.0,29.0,29.0
848,2011-11-22,6.5,20.0,40.0,40.0
849,2011-11-23,6.0,19.0,51.0,51.0
850,2011-11-24,9.0,30.0,60.0,60.0
851,2011-11-25,10.0,34.0,55.0,55.0
852,2011-11-26,6.0,19.0,51.0,51.0
853,2011-11-27,7.0,22.5,50.0,50.0
854,2011-11-28,8.0,26.0,49.0,49.0
855,2011-11-29,9.0,26.0,58.0,58.0
856,2011-11-30,7.0,22.0,31.0,31.0
857,2011-12-01,10.0,28.0,46.0,46.0
858,2011-12-02,10.0,32.0,76.0,76.0
859,2011-12-03,9.0,29.0,81.0,81.0
860,2011-12-04,9.5,31.5,-15.5,94.5
861,2011-12-05,10.0,34.0,-112.0,108.0
862,2011-12-06,10.0,31.0,93.0,93.0
863,2011-12-07,9.0,26.0,92.0,92.0
864,2011-12-08,10.0,32.0,52.0,52.0
865,2011-12-09,11.0,30.0,40.0,40.0
866,2011-12-10,10.666666666666666,30.333333333333332,41.666666666666664,41.666666666666664
867,2011-12-11,10.333333333333334,30.666666666666668,43.333333333333336,43.333333333333336
868,2011-12-12,10.0,31.0,45.0,45.0
869,2011-12-13,9.0,33.0,42.0,42.0
870,2011-12-14,7.0,24.0,67.0,67.0
871,2011-12-15,10.0,29.0,78.0,78.0
872,2011-12-16,7.0,23.0,54.0,54.0
873,2011-12-17,8.0,24.0,79.0,79.0
874,2011-12-18,9.0,27.0,67.5,67.5
875,2011-12-19,10.0,30.0,56.0,56.0
876,2011-12-20,9.0,29.0,61.0,61.0
877,2011-12-21,10.0,31.0,80.0,80.0
878,2011-12-22,8.5,27.0,61.0,61.0
879,2011-12-23,7.0,23.0,42.0,42.0
880,2011-12-24,8.0,25.333333333333332,49.666666666666664,49.666666666666664
881,2011-12-25,9.0,27.666666666666668,57.333333333333336,57.333333333333336
882,2011-12-26,10.0,30.0,65.0,65.0
883,2011-12-27,10.0,32.0,72.0,72.0
884,2011-12-28,9.0,25.0,53.0,53.0
885,2011-12-29,10.0,31.0,56.0,56.0
886,2011-12-30,10.0,32.0,58.0,58.0
887,2011-12-31,6.0,19.0,33.0,33.0
888,2012-01-01,6.333333333333333,20.333333333333332,35.0,35.0
889,2012-01-02,6.666666666666667,21.666666666666668,37.0,37.0
890,2012-01-03,7.0,23.0,39.0,39.0
891,2012-01-04,13.0,52.0,67.0,67.0
892,2012-01-05,10.0,30.0,54.0,54.0
893,2012-01-06,7.0,26.0,45.0,45.0
894,2012-01-07,9.0,29.0,77.0,77.0
895,2012-01-08,9.0,29.0,67.5,67.5
896,2012-01-09,9.0,29.0,58.0,58.0
897,2012-01-10,9.5,28.5,68.0,68.0
898,2012-01-11,10.0,28.0,78.0,78.0
899,2012-01-12,12.0,36.0,62.0,62.0
900,2012-01-13,7.0,20.0,48.0,48.0
901,2012-01-14,7.0,21.0,55.0,55.0
902,2012-01-15,8.0,23.5,71.0,71.0
903,2012-01-16,9.0,26.0,87.0,87.0
904,2012-01-17,7.0,24.0,65.0,65.0
905,2012-01-18,8.0,27.0,69.0,69.0
906,2012-01-19,8.0,27.0,73.0,73.0
907,2012-01-20,10.0,31.0,-102.0,101.0
908,2012-01-21,10.0,27.0,56.0,56.0
909,2012-01-22,10.0,28.0,60.0,60.0
910,2012-01-23,10.0,29.0,64.0,64.0
911,2012-01-24,10.0,35.0,64.0,64.0
912,2012-01-25,10.0,30.0,40.0,40.0
913,2012-01-26,8.0,22.0,71.0,71.0
914,2012-01-27,9.0,27.0,70.0,70.0
915,2012-01-28,8.0,23.0,62.0,62.0
916,2012-01-29,10.0,32.5,68.5,68.5
917,2012-01-30,12.0,42.0,75.0,75.0
918,2012-01-31,10.0,33.0,78.0,78.0
919,2012-02-01,8.0,23.0,60.0,60.0
920,2012-02-02,8.5,24.0,63.5,63.5
921,2012-02-03,9.0,25.0,67.0,67.0
922,2012-02-04,10.0,29.0,71.0,71.0
923,2012-02-05,10.5,30.5,58.5,58.5
924,2012-02-06,11.0,32.0,46.0,46.0
925,2012-02-07,10.0,35.0,70.0,70.0
926,2012-02-08,10.0,33.0,76.0,76.0
927,2012-02-09,7.0,18.0,46.0,46.0
928,2012-02-10,6.0,18.0,43.0,43.0
929,2012-02-11,9.0,28.0,67.0,67.0
930,2012-02-12,9.0,29.0,66.5,66.5
931,2012-02-13,9.0,30.0,66.0,66.0
932,2012-02-14,10.0,35.0,75.0,75.0
933,2012-02-15,9.333333333333334,30.666666666666668,63.333333333333336,63.333333333333336
934,2012-02-16,8.666666666666666,26.333333333333336,51.66666666666667,51.66666666666667
935,2012-02-17,8.0,22.0,40.0,40.0
936,2012-02-18,6.0,18.0,37.0,37.0
937,2012-02-19,7.5,24.0,51.0,51.0
938,2012-02-20,9.0,30.0,65.0,65.0
939,2012-02-21,11.0,36.0,87.0,87.0
940,2012-02-22,7.0,24.0,60.0,60.0
941,2012-02-23,10.0,33.0,67.0,67.0
942,2012-02-24,9.0,28.0,54.0,54.0
943,2012-02-25,9.0,30.0,47.0,47.0
944,2012-02-26,8.0,27.0,42.333333333333336,42.333333333333336
945,2012-02-27,7.0,24.0,37.666666666666664,37.666666666666664
946,2012-02-28,6.0,21.0,33.0,33.0
947,2012-02-29,9.0,27.0,57.0,57.0
948,2012-03-01,9.0,28.0,45.0,45.0
949,2012-03-02,7.0,20.0,26.0,26.0
950,2012-03-03,7.666666666666667,21.666666666666668,35.333333333333336,35.333333333333336
951,2012-03-04,8.333333333333334,23.333333333333332,44.66666666666667,44.66666666666667
952,2012-03-05,9.0,25.0,54.0,54.0
953,2012-03-06,9.0,27.0,70.0,70.0
954,2012-03-07,8.0,23.0,47.0,47.0
955,2012-03-08,9.0,26.0,53.0,53.0
956,2012-03-09,8.0,22.0,53.0,53.0
957,2012-03-10,8.333333333333334,23.0,59.666666666666664,59.666666666666664
958,2012-03-11,8.666666666666666,24.0,66.33333333333333,66.33333333333333
959,2012-03-12,9.0,25.0,73.0,73.0
960,2012-03-13,11.0,30.0,55.0,55.0
961,2012-03-14,9.0,24.0,65.0,65.0
962,2012-03-15,10.0,33.0,56.0,56.0
963,2012-03-16,11.0,37.0,54.0,54.0
964,2012-03-17,7.0,22.0,32.0,32.0
965,2012-03-18,8.5,27.5,47.0,47.0
966,2012-03-19,10.0,33.0,62.0,62.0
967,2012-03-20,8.0,29.0,42.0,42.0
968,2012-03-21,6.0,17.0,25.0,25.0
969,2012-03-22,8.0,24.0,99.0,99.0
970,2012-03-23,11.0,34.0,92.0,92.0
971,2012-03-24,9.0,30.0,54.0,54.0
972,2012-03-25,9.0,33.0,55.5,55.5
973,2012-03-26,9.0,36.0,57.0,57.0
974,2012-03-27,7.0,21.0,38.0,38.0
975,2012-03-28,9.0,26.0,60.0,60.0
976,2012-03-29,9.5,30.0,67.5,67.5
977,2012-03-30,10.0,34.0,75.0,75.0
978,2012-03-31,9.0,29.0,49.0,49.0
979,2012-04-01,10.0,31.5,54.0,54.0
980,2012-04-02,11.0,34.0,59.0,59.0
981,2012-04-03,10.5,32.5,49.5,49.5
982,2012-04-04,10.0,31.0,40.0,40.0
983,2012-04-05,8.0,25.0,49.0,49.0
984,2012-04-06,9.0,28.0,35.0,35.0
985,2012-04-07,7.0,24.0,37.0,37.0
986,2012-04-08,8.5,27.5,42.5,42.5
987,2012-04-09,10.0,31.0,48.0,48.0
988,2012-04-10,10.0,29.0,39.0,41.0
989,2012-04-11,10.0,27.0,30.0,34.0
990,2012-04-12,10.2,28.4,30.4,35.8
991,2012-04-13,10.4,29.8,30.8,37.6
992,2012-04-14,10.6,31.2,31.2,39.4
993,2012-04-15,10.8,32.6,31.6,41.2
994,2012-04-16,11.0,34.0,32.0,43.0
995,2012-04-17,13.0,39.0,36.0,49.0
996,2012-04-18,11.0,33.0,63.0,63.0
997,2012-04-19,8.0,21.0,53.0,53.0
998,2012-04-20,7.0,19.0,80.0,80.0
999,2012-04-21,9.0,28.0,75.0,75.0
1000,2012-04-22,8.5,24.0,67.0,67.0
1001,2012-04-23,8.0,20.0,59.0,59.0
1002,2012-04-24,11.0,27.0,53.0,53.0
1003,2012-04-25,13.0,56.0,63.0,70.0
1004,2012-04-26,12.0,44.0,52.0,55.0
1005,2012-04-27,11.8,41.8,51.4,53.8
1006,2012-04-28,11.6,39.6,50.8,52.6
1007,2012-04-29,11.4,37.4,50.2,51.4
1008,2012-04-30,11.2,35.2,49.6,50.2
1009,2012-05-01,11.0,33.0,49.0,49.0
1010,2012-05-02,8.0,22.0,22.0,28.0
1011,2012-05-03,11.0,32.0,47.0,47.0
1012,2012-05-04,10.0,27.0,36.0,36.0
1013,2012-05-05,6.0,17.0,29.0,29.0
1014,2012-05-06,8.0,22.5,35.5,35.5
1015,2012-05-07,10.0,28.0,42.0,42.0
1016,2012-05-08,10.0,24.0,39.0,39.0
1017,2012-05-09,8.0,24.0,44.0,44.0
1018,2012-05-10,7.0,16.0,48.0,48.0
1019,2012-05-11,7.0,16.5,40.0,40.0
1020,2012-05-12,7.0,17.0,32.0,32.0
1021,2012-05-13,7.5,19.0,45.5,45.5
1022,2012-05-14,8.0,21.0,59.0,59.0
1023,2012-05-15,9.0,30.0,42.0,42.0
1024,2012-05-16,7.0,21.0,22.0,26.0
1025,2012-05-17,8.0,22.0,40.0,40.0
1026,2012-05-18,11.0,27.0,52.0,52.0
1027,2012-05-19,8.0,22.0,48.0,48.0
1028,2012-05-20,9.0,25.0,41.5,41.5
1029,2012-05-21,10.0,28.0,35.0,35.0
1030,2012-05-22,10.0,24.0,33.0,33.0
1031,2012-05-23,9.0,27.0,43.0,43.0
1032,2012-05-24,7.0,26.0,37.0,37.0
1033,2012-05-25,10.0,34.0,61.0,61.0
1034,2012-05-26,10.0,29.333333333333332,59.333333333333336,59.333333333333336
1035,2012-05-27,10.0,24.666666666666664,57.666666666666664,57.666666666666664
1036,2012-05-28,10.0,20.0,56.0,56.0
